X,author,title,type,start,end,kind,words
3520,"Gilman, Charlotte Perkins",Herland,sentence,3723,3741,NA,How is it higher
3521,"Gilman, Charlotte Perkins",Herland,sentence,3744,3775,NA,It develops love I explained
3522,"Gilman, Charlotte Perkins",Herland,sentence,3777,3864,NA,All the power of beautiful permanent mated love comes through this higher development
3523,"Gilman, Charlotte Perkins",Herland,sentence,3867,3899,NA,Are you sure she asked gently
3524,"Gilman, Charlotte Perkins",Herland,sentence,3901,3942,NA,How do you know that it was so developed
3525,"Gilman, Charlotte Perkins",Herland,sentence,3944,4107,NA,There are some birds who love each other so that they mope and pine if separated and never pair again if one dies but they never mate except in the mating season
3526,"Gilman, Charlotte Perkins",Herland,sentence,4109,4209,NA,Among your people do you find high and lasting affection appearing in proportion to this indulgence
3527,"Gilman, Charlotte Perkins",Herland,sentence,4212,4273,NA,It is a very awkward thing sometimes to have a logical mind
3528,"Gilman, Charlotte Perkins",Herland,sentence,4276,4474,NA,Of course I knew about those monogamous birds and beasts too that mate for life and show every sign of mutual affection without ever having stretched the sex relationship beyond its original range
3529,"Gilman, Charlotte Perkins",Herland,sentence,4476,4490,NA,But what of it
3530,"Gilman, Charlotte Perkins",Herland,sentence,4493,4524,NA,Those are lower forms of life
3531,"Gilman, Charlotte Perkins",Herland,sentence,4526,4537,NA,I protested
3532,"Gilman, Charlotte Perkins",Herland,sentence,4539,4630,NA,They have no capacity for faithful and affectionate and apparently happybut oh my dear
3533,"Gilman, Charlotte Perkins",Herland,sentence,4632,4696,NA,my dearwhat can they know of such a love as draws us together
3534,"Gilman, Charlotte Perkins",Herland,sentence,4698,4818,NA,Why to touch youto be near youto come closer and closerto lose myself in yousurely you feel it too do you not
3535,"Gilman, Charlotte Perkins",Herland,sentence,4821,4834,NA,I came nearer
3536,"Gilman, Charlotte Perkins",Herland,sentence,4836,4854,NA,I seized her hands
3537,"Gilman, Charlotte Perkins",Herland,sentence,4857,4917,NA,Her eyes were on mine tender radiant but steady and strong
3538,"Gilman, Charlotte Perkins",Herland,sentence,4919,5001,NA,There was something so powerful so large and changeless in those eyes that I coul
3539,"Gilman, Charlotte Perkins",Herland,entity,12,16,person,Terry
3540,"Gilman, Charlotte Perkins",Herland,entity,336,340,person,Terry
3541,"Gilman, Charlotte Perkins",Herland,entity,673,676,person,Jeff
3542,"Gilman, Charlotte Perkins",Herland,entity,1177,1181,person,Terry
3543,"Gilman, Charlotte Perkins",Herland,entity,3258,3261,person,Jeff
3544,"Gilman, Charlotte Perkins",Herland,entity,3545,3549,person,Terry
3545,"Gilman, Charlotte Perkins",Herland,sentence,1,97,NA,ld not sweep her off her feet by my own emotion as I had unconsciously assumed would be the case
3546,"Gilman, Charlotte Perkins",Herland,sentence,100,196,NA,It made me feel as one might imagine a man might feel who loved a goddessnot a Venus though
3547,"Gilman, Charlotte Perkins",Herland,sentence,198,287,NA,She did not resent my attitude did not repel it did not in the least fear it evidently
3548,"Gilman, Charlotte Perkins",Herland,sentence,289,382,NA,There was not a shade of that timid withdrawal or pretty resistance which are soprovocative
3549,"Gilman, Charlotte Perkins",Herland,sentence,385,446,NA,You see dearest she said you have to be patient with us
3550,"Gilman, Charlotte Perkins",Herland,sentence,448,489,NA,We are not like the women of your country
3551,"Gilman, Charlotte Perkins",Herland,sentence,491,567,NA,We are Mothers and we are People but we have not specialized in this line
3552,"Gilman, Charlotte Perkins",Herland,sentence,570,634,NA,We and we and weit was so hard to get her to be personal
3553,"Gilman, Charlotte Perkins",Herland,sentence,636,744,NA,And as I thought that I suddenly remembered how we were always criticizing OUR women for BEING so personal
3554,"Gilman, Charlotte Perkins",Herland,sentence,747,887,NA,Then I did my earnest best to picture to her the sweet intense joy of married lovers and the result in higher stimulus to all creative work
3555,"Gilman, Charlotte Perkins",Herland,sentence,890,1179,NA,Do you mean she asked quite calmly as if I was not holding her cool firm hands in my hot and rather quivering ones that with you when people marry they go right on doing this in season and out of season with no thought of children at all  They do I said with some bitterness
3556,"Gilman, Charlotte Perkins",Herland,sentence,1181,1207,NA,They are not mere parents
3557,"Gilman, Charlotte Perkins",Herland,sentence,1209,1258,NA,They are men and women and they love each other
3558,"Gilman, Charlotte Perkins",Herland,sentence,1261,1307,NA,How long asked Ellador rather unexpectedly
3559,"Gilman, Charlotte Perkins",Herland,sentence,1310,1320,NA,How long
3560,"Gilman, Charlotte Perkins",Herland,sentence,1322,1349,NA,I repeated a little dashed
3561,"Gilman, Charlotte Perkins",Herland,sentence,1351,1377,NA,Why as long as they live
3562,"Gilman, Charlotte Perkins",Herland,sentence,1380,1487,NA,There is something very beautiful in the idea she admitted still as if she were discussing life on Mars
3563,"Gilman, Charlotte Perkins",Herland,sentence,1489,1639,NA,This climactic expression which in all the other lifeforms has but the one purpose has with you become specialized to higher purer nobler uses
3564,"Gilman, Charlotte Perkins",Herland,sentence,1641,1718,NA,It hasI judge from what you tell methe most ennobling effect on character
3565,"Gilman, Charlotte Perkins",Herland,sentence,1720,2002,NA,People marry not only for parentage but for this exquisite interchangeand as a result you have a world full of continuous lovers ardent happy mutually devoted always living on that high tide of supreme emotion which we had supposed to belong only to one season and one use
3566,"Gilman, Charlotte Perkins",Herland,sentence,2004,2072,NA,And you say it has other results stimulating all high creative work
3567,"Gilman, Charlotte Perkins",Herland,sentence,2074,2178,NA,That must mean floods oceans of such work blossoming from this intense happiness of every married pair
3568,"Gilman, Charlotte Perkins",Herland,sentence,2180,2203,NA,It is a beautiful idea
3569,"Gilman, Charlotte Perkins",Herland,sentence,2206,2230,NA,She was silent thinking
3570,"Gilman, Charlotte Perkins",Herland,sentence,2233,2241,NA,So was I
3571,"Gilman, Charlotte Perkins",Herland,sentence,2244,2328,NA,She slipped one hand free and was stroking my hair with it in a gentle motherly way
3572,"Gilman, Charlotte Perkins",Herland,sentence,2330,2434,NA,I bowed my hot head on her shoulder and felt a dim sense of peace a restfulness which was very pleasant
3573,"Gilman, Charlotte Perkins",Herland,sentence,2437,2494,NA,You must take me there someday darling she was saying
3574,"Gilman, Charlotte Perkins",Herland,sentence,2496,2614,NA,It is not only that I love you so much I want to see your countryyour peopleyour mother she paused reverently
3575,"Gilman, Charlotte Perkins",Herland,sentence,2616,2650,NA,Oh how I shall love your mother
3576,"Gilman, Charlotte Perkins",Herland,sentence,2653,2730,NA,I had not been in love many timesmy experience did not compare with Terrys
3577,"Gilman, Charlotte Perkins",Herland,sentence,2732,3052,NA,But such as I had was so different from this that I was perplexed and full of mixed feelings partly a growing sense of common ground between us a pleasant rested calm feeling which I had imagined could only be attained in one way and partly a bewildered resentment because what I found was not what I had looked for
3578,"Gilman, Charlotte Perkins",Herland,sentence,3055,3089,NA,It was their confounded psychology
3579,"Gilman, Charlotte Perkins",Herland,sentence,3091,3300,NA,Here they were with this profound highly developed system of education so bred into them that even if they were not teachers by profession they all had a general proficiency in itit was second nature to them
3580,"Gilman, Charlotte Perkins",Herland,sentence,3303,3521,NA,And no child stormily demanding a cookie between meals was ever more subtly diverted into an interest in housebuilding than was I when I found an apparently imperative demand had disappeared without my noticing it
3581,"Gilman, Charlotte Perkins",Herland,sentence,3524,3726,NA,And all the time those tender mother eyes those keen scientific eyes noting every condition and circumstance and learning how to take time by the forelock and avoid discussion before occasion arose
3582,"Gilman, Charlotte Perkins",Herland,sentence,3729,3756,NA,I was amazed at the results
3583,"Gilman, Charlotte Perkins",Herland,sentence,3758,3897,NA,I found that much very much of what I had honestly supposed to be a physiological necessity was a psychological necessityor so believed
3584,"Gilman, Charlotte Perkins",Herland,sentence,3899,3987,NA,I found after my ideas of what was essential had changed that my feelings changed also
3585,"Gilman, Charlotte Perkins",Herland,sentence,3989,4083,NA,And more than all I found thisa factor of enormous weightthese women were not provocative
3586,"Gilman, Charlotte Perkins",Herland,sentence,4085,4116,NA,That made an immense difference
3587,"Gilman, Charlotte Perkins",Herland,sentence,4119,4258,NA,The thing that Terry had so complained of when we first camethat they werent feminine they lacked charm now became a great comfort
3588,"Gilman, Charlotte Perkins",Herland,sentence,4260,4324,NA,Their vigorous beauty was an aesthetic pleasure not an irritant
3589,"Gilman, Charlotte Perkins",Herland,sentence,4326,4401,NA,Their dress and ornaments had not a touch of the comeandfindme element
3590,"Gilman, Charlotte Perkins",Herland,sentence,4404,4618,NA,Even with my own Ellador my wife who had for a time unveiled a womans heart and faced the strange new hope and joy of dual parentage she afterward withdrew again into the same good comrade she had been at first
3591,"Gilman, Charlotte Perkins",Herland,sentence,4620,4749,NA,They were women PLUS and so much plus that when they did not choose to let the womanness appear you could not find it anywhere
3592,"Gilman, Charlotte Perkins",Herland,sentence,4752,4793,NA,I dont say it was easy for me it wasnt
3593,"Gilman, Charlotte Perkins",Herland,sentence,4795,4876,NA,But when I made appeal to her sympathies I came up against another immovable wall
3594,"Gilman, Charlotte Perkins",Herland,sentence,4878,5001,NA,She was sorry honestly sorry for my distresses and made all manner of thoughtful suggestions often quite useful as well
3595,"Gilman, Charlotte Perkins",Herland,entity,2723,2727,person,Terry
3596,"Gilman, Charlotte Perkins",Herland,entity,4134,4138,person,Terry
3597,"Gilman, Charlotte Perkins",Herland,entity,183,187,location,Venus
3598,"Gilman, Charlotte Perkins",Herland,entity,1483,1486,location,Mars
3599,"Gilman, Charlotte Perkins",Herland,sentence,1,145,NA,l as the wise foresight I have mentioned above which often saved all difficulty before it arose but her sympathy did not alter her convictions
3600,"Gilman, Charlotte Perkins",Herland,sentence,148,286,NA,If I thought it was really right and necessary I could perhaps bring myself to it for your sake dear but I do not want tonot at all
3601,"Gilman, Charlotte Perkins",Herland,sentence,288,335,NA,You would not have a mere submission would you
3602,"Gilman, Charlotte Perkins",Herland,sentence,337,400,NA,That is not the kind of high romantic love you spoke of surely
3603,"Gilman, Charlotte Perkins",Herland,sentence,402,518,NA,It is a pity of course that you should have to adjust your highly specialized faculties to our unspecialized ones
3604,"Gilman, Charlotte Perkins",Herland,sentence,521,532,NA,Confound it
3605,"Gilman, Charlotte Perkins",Herland,sentence,534,580,NA,I hadnt married the nation and I told her so
3606,"Gilman, Charlotte Perkins",Herland,sentence,582,670,NA,But she only smiled at her own limitations and explained that she had to think in wes
3607,"Gilman, Charlotte Perkins",Herland,sentence,673,690,NA,Confound it again
3608,"Gilman, Charlotte Perkins",Herland,sentence,692,916,NA,Here Id have all my energies focused on one wish and before I knew it shed have them dissipated in one direction or another some subject of discussion that began just at the point I was talking about and ended miles away
3609,"Gilman, Charlotte Perkins",Herland,sentence,919,1005,NA,It must not be imagined that I was just repelled ignored left to cherish a grievance
3610,"Gilman, Charlotte Perkins",Herland,sentence,1007,1017,NA,Not at all
3611,"Gilman, Charlotte Perkins",Herland,sentence,1019,1104,NA,My happiness was in the hands of a larger sweeter womanhood than I had ever imagined
3612,"Gilman, Charlotte Perkins",Herland,sentence,1106,1177,NA,Before our marriage my own ardor had perhaps blinded me to much of this
3613,"Gilman, Charlotte Perkins",Herland,sentence,1179,1266,NA,I was madly in love with not so much what was there as with what I supposed to be there
3614,"Gilman, Charlotte Perkins",Herland,sentence,1268,1383,NA,Now I found an endlessly beautiful undiscovered country to explore and in it the sweetest wisdom and understanding
3615,"Gilman, Charlotte Perkins",Herland,sentence,1385,1864,NA,It was as if I had come to some new place and people with a desire to eat at all hours and no other interests in particular and as if my hosts instead of merely saying You shall not eat had presently aroused in me a lively desire for music for pictures for games for exercise for playing in the water for running some ingenious machine and in the multitude of my satisfactions I forgot the one point which was not satisfied and got along very well until mealtime
3616,"Gilman, Charlotte Perkins",Herland,sentence,1867,2053,NA,One of the cleverest and most ingenious of these tricks was only clear to me many years after when we were so wholly at one on this subject that I could laugh at my own predicament then
3617,"Gilman, Charlotte Perkins",Herland,sentence,2055,2153,NA,It was this You see with us women are kept as different as possible and as feminine as possible
3618,"Gilman, Charlotte Perkins",Herland,sentence,2155,2277,NA,We men have our own world with only men in it we get tired of our ultramaleness and turn gladly to the ultrafemaleness
3619,"Gilman, Charlotte Perkins",Herland,sentence,2279,2414,NA,Also in keeping our women as feminine as possible we see to it that when we turn to them we find the thing we want always in evidence
3620,"Gilman, Charlotte Perkins",Herland,sentence,2416,2477,NA,Well the atmosphere of this place was anything but seductive
3621,"Gilman, Charlotte Perkins",Herland,sentence,2479,2575,NA,The very numbers of these human women always in human relation made them anything but alluring
3622,"Gilman, Charlotte Perkins",Herland,sentence,2577,2816,NA,When in spite of this my hereditary instincts and racetraditions made me long for the feminine response in Ellador instead of withdrawing so that I should want her more she deliberately gave me a little too much of her societyalways
3623,"Gilman, Charlotte Perkins",Herland,sentence,2818,2842,NA,defeminized as it were
3624,"Gilman, Charlotte Perkins",Herland,sentence,2844,2872,NA,It was awfully funny really
3625,"Gilman, Charlotte Perkins",Herland,sentence,2875,3102,NA,Here was I with an Ideal in mind for which I hotly longed and here was she deliberately obtruding in the foreground of my consciousness a Facta fact which I coolly enjoyed but which actually interfered with what I wanted
3626,"Gilman, Charlotte Perkins",Herland,sentence,3104,3226,NA,I see now clearly enough why a certain kind of man like Sir Almroth Wright resents the professional development of women
3627,"Gilman, Charlotte Perkins",Herland,sentence,3228,3310,NA,It gets in the way of the sex ideal it temporarily covers and excludes femininity
3628,"Gilman, Charlotte Perkins",Herland,sentence,3313,3463,NA,Of course in this case I was so fond of Ellador my friend of Ellador my professional companion that I necessarily enjoyed her society on any terms
3629,"Gilman, Charlotte Perkins",Herland,sentence,3465,3612,NA,Onlywhen I had had her with me in her defeminine capacity for a sixteenhour day I could go to my own room and sleep without dreaming about her
3630,"Gilman, Charlotte Perkins",Herland,sentence,3615,3624,NA,The witch
3631,"Gilman, Charlotte Perkins",Herland,sentence,3626,3725,NA,If ever anybody worked to woo and win and hold a human soul she did great superwoman that she was
3632,"Gilman, Charlotte Perkins",Herland,sentence,3727,3786,NA,I couldnt then half comprehend the skill of it the wonder
3633,"Gilman, Charlotte Perkins",Herland,sentence,3788,3985,NA,But this I soon began to find that under all our cultivated attitude of mind toward women there is an older deeper more natural feeling the restful reverence which looks up to the Mother sex
3634,"Gilman, Charlotte Perkins",Herland,sentence,3988,4077,NA,So we grew together in friendship and happiness Ellador and I and so did Jeff and Celis
3635,"Gilman, Charlotte Perkins",Herland,sentence,4080,4156,NA,When it comes to Terrys part of it and Alimas Im sorryand Im ashamed
3636,"Gilman, Charlotte Perkins",Herland,sentence,4158,4188,NA,Of course I blame her somewhat
3637,"Gilman, Charlotte Perkins",Herland,sentence,4190,4367,NA,She wasnt as fine a psychologist as Ellador and whats more I think she had a fardescended atavistic trace of more marked femaleness never apparent till Terry called it out
3638,"Gilman, Charlotte Perkins",Herland,sentence,4369,4412,NA,But when all is said it doesnt excuse him
3639,"Gilman, Charlotte Perkins",Herland,sentence,4414,4486,NA,I hadnt realized to the full Terrys characterI couldnt being a man
3640,"Gilman, Charlotte Perkins",Herland,sentence,4489,4566,NA,The position was the same as with us of course only with these distinctions
3641,"Gilman, Charlotte Perkins",Herland,sentence,4568,4728,NA,Alima a shade more alluring and several shades less able as a practical psychologist Terry a hundredfold more demandingand proportionately less reasonable
3642,"Gilman, Charlotte Perkins",Herland,sentence,4731,4774,NA,Things grew strained very soon between them
3643,"Gilman, Charlotte Perkins",Herland,sentence,4776,4908,NA,I fancy at first when they were together in her great hope of parentage and his keen joy of conquestthat Terry was inconsiderate
3644,"Gilman, Charlotte Perkins",Herland,sentence,4910,4949,NA,In fact I know it from things he said
3645,"Gilman, Charlotte Perkins",Herland,sentence,4952,5001,NA,You neednt talk to me he snapped at Jeff one d
3646,"Gilman, Charlotte Perkins",Herland,entity,3165,3178,person,Almroth Wright
3647,"Gilman, Charlotte Perkins",Herland,entity,4063,4070,person,Jeff and
3648,"Gilman, Charlotte Perkins",Herland,entity,4348,4352,person,Terry
3649,"Gilman, Charlotte Perkins",Herland,entity,4656,4660,person,Terry
3650,"Gilman, Charlotte Perkins",Herland,entity,4885,4889,person,Terry
3651,"Gilman, Charlotte Perkins",Herland,entity,3355,3361,location,Ellador
3652,"Gilman, Charlotte Perkins",Herland,sentence,1,30,NA,day just before our weddings
3653,"Gilman, Charlotte Perkins",Herland,sentence,32,94,NA,There never was a woman yet that did not enjoy being MASTERED
3654,"Gilman, Charlotte Perkins",Herland,sentence,96,158,NA,All your pretty talk doesnt amount to a hill obeansI KNOW
3655,"Gilman, Charlotte Perkins",Herland,sentence,160,220,NA,And Terry would hum      Ive taken my fun where I found it
3656,"Gilman, Charlotte Perkins",Herland,sentence,226,374,NA,Ive rogued and Ive ranged in my time  and      The things that I learned from the yellow and black     They ave helped me a eap with the white
3657,"Gilman, Charlotte Perkins",Herland,sentence,377,421,NA,Jeff turned sharply and left him at the time
3658,"Gilman, Charlotte Perkins",Herland,sentence,423,452,NA,I was a bit disquieted myself
3659,"Gilman, Charlotte Perkins",Herland,sentence,455,469,NA,Poor old Terry
3660,"Gilman, Charlotte Perkins",Herland,sentence,471,528,NA,The things hed learned didnt help him a heap in Herland
3661,"Gilman, Charlotte Perkins",Herland,sentence,530,579,NA,His idea was to takehe thought that was the way
3662,"Gilman, Charlotte Perkins",Herland,sentence,581,633,NA,He thought he honestly believed that women like it
3663,"Gilman, Charlotte Perkins",Herland,sentence,635,659,NA,Not the women of Herland
3664,"Gilman, Charlotte Perkins",Herland,sentence,661,670,NA,Not Alima
3665,"Gilman, Charlotte Perkins",Herland,sentence,673,852,NA,I can see her nowone day in the very first week of their marriage setting forth to her days work with long determined strides and hardset mouth and sticking close to Ellador
3666,"Gilman, Charlotte Perkins",Herland,sentence,854,912,NA,She didnt wish to be alone with Terryyou could see that
3667,"Gilman, Charlotte Perkins",Herland,sentence,915,985,NA,But the more she kept away from him the more he wanted hernaturally
3668,"Gilman, Charlotte Perkins",Herland,sentence,988,1103,NA,He made a tremendous row about their separate establishments tried to keep her in his rooms tried to stay in hers
3669,"Gilman, Charlotte Perkins",Herland,sentence,1105,1140,NA,But there she drew the line sharply
3670,"Gilman, Charlotte Perkins",Herland,sentence,1143,1234,NA,He came away one night and stamped up and down the moonlit road swearing under his breath
3671,"Gilman, Charlotte Perkins",Herland,sentence,1236,1305,NA,I was taking a walk that night too but I wasnt in his state of mind
3672,"Gilman, Charlotte Perkins",Herland,sentence,1307,1467,NA,To hear him rage youd not have believed that he loved Alima at allyoud have thought that she was some quarry he was pursuing something to catch and conquer
3673,"Gilman, Charlotte Perkins",Herland,sentence,1470,1629,NA,I think that owing to all those differences I spoke of they soon lost the common ground they had at first and were unable to meet sanely and dispassionately
3674,"Gilman, Charlotte Perkins",Herland,sentence,1631,1849,NA,I fancy toothis is pure conjecturethat he had succeeded in driving Alima beyond her best judgment her real conscience and that after that her own sense of shame the reaction of the thing made her bitter perhaps
3675,"Gilman, Charlotte Perkins",Herland,sentence,1852,1999,NA,They quarreled really quarreled and after making it up once or twice they seemed to come to a real breakshe would not be alone with him at all
3676,"Gilman, Charlotte Perkins",Herland,sentence,2001,2103,NA,And perhaps she was a bit nervous I dont know but she got Moadine to come and stay next door to her
3677,"Gilman, Charlotte Perkins",Herland,sentence,2105,2175,NA,Also she had a sturdy assistant detailed to accompany her in her work
3678,"Gilman, Charlotte Perkins",Herland,sentence,2178,2224,NA,Terry had his own ideas as Ive tried to show
3679,"Gilman, Charlotte Perkins",Herland,sentence,2226,2277,NA,I daresay he thought he had a right to do as he did
3680,"Gilman, Charlotte Perkins",Herland,sentence,2279,2344,NA,Perhaps he even convinced himself that it would be better for her
3681,"Gilman, Charlotte Perkins",Herland,sentence,2346,2395,NA,Anyhow he hid himself in her bedroom one night
3682,"Gilman, Charlotte Perkins",Herland,sentence,2398,2438,NA,The women of Herland have no fear of men
3683,"Gilman, Charlotte Perkins",Herland,sentence,2440,2460,NA,Why should they have
3684,"Gilman, Charlotte Perkins",Herland,sentence,2462,2493,NA,They are not timid in any sense
3685,"Gilman, Charlotte Perkins",Herland,sentence,2495,2562,NA,They are not weak and they all have strong trained athletic bodies
3686,"Gilman, Charlotte Perkins",Herland,sentence,2564,2643,NA,Othello could not have extinguished Alima with a pillow as if she were a mouse
3687,"Gilman, Charlotte Perkins",Herland,sentence,2646,2834,NA,Terry put in practice his pet conviction that a woman loves to be mastered and by sheer brute force in all the pride and passion of his intense masculinity he tried to master this woman
3688,"Gilman, Charlotte Perkins",Herland,sentence,2837,2852,NA,It did not work
3689,"Gilman, Charlotte Perkins",Herland,sentence,2854,3007,NA,I got a pretty clear account of it later from Ellador but what we heard at the time was the noise of a tremendous struggle and Alima calling to Moadine
3690,"Gilman, Charlotte Perkins",Herland,sentence,3009,3091,NA,Moadine was close by and came at once one or two more strong grave women followed
3691,"Gilman, Charlotte Perkins",Herland,sentence,3094,3207,NA,Terry dashed about like a madman he would cheerfully have killed themhe told me that himselfbut he couldnt
3692,"Gilman, Charlotte Perkins",Herland,sentence,3209,3481,NA,When he swung a chair over his head one sprang in the air and caught it two threw themselves bodily upon him and forced him to the floor it was only the work of a few moments to have him tied hand and foot and then in sheer pity for his futile rage to anesthetize him
3693,"Gilman, Charlotte Perkins",Herland,sentence,3484,3508,NA,Alima was in a cold fury
3694,"Gilman, Charlotte Perkins",Herland,sentence,3510,3541,NA,She wanted him killedactually
3695,"Gilman, Charlotte Perkins",Herland,sentence,3544,3657,NA,There was a trial before the local Over Mother and this woman who did not enjoy being mastered stated her case
3696,"Gilman, Charlotte Perkins",Herland,sentence,3660,3746,NA,In a court in our country he would have been held quite within his rights of course
3697,"Gilman, Charlotte Perkins",Herland,sentence,3748,3791,NA,But this was not our country it was theirs
3698,"Gilman, Charlotte Perkins",Herland,sentence,3793,3940,NA,They seemed to measure the enormity of the offense by its effect upon a possible fatherhood and he scorned even to reply to this way of putting it
3699,"Gilman, Charlotte Perkins",Herland,sentence,3943,4098,NA,He did let himself go once and explained in definite terms that they were incapable of understanding a mans needs a mans desires a mans point of view
3700,"Gilman, Charlotte Perkins",Herland,sentence,4100,4162,NA,He called them neuters epicenes bloodless sexless creatures
3701,"Gilman, Charlotte Perkins",Herland,sentence,4164,4266,NA,He said they could of course kill himas so many insects couldbut that he despised them nonetheless
3702,"Gilman, Charlotte Perkins",Herland,sentence,4269,4360,NA,And all those stern grave mothers did not seem to mind his despising them not in the least
3703,"Gilman, Charlotte Perkins",Herland,sentence,4363,4502,NA,It was a long trial and many interesting points were brought out as to their views of our habits and after a while Terry had his sentence
3704,"Gilman, Charlotte Perkins",Herland,sentence,4504,4531,NA,He waited grim and defiant
3705,"Gilman, Charlotte Perkins",Herland,sentence,4533,4631,NA,The sentence was You must go home     CHAPTER 12 Expelled   We had all meant to go home again
3706,"Gilman, Charlotte Perkins",Herland,sentence,4633,4701,NA,Indeed we had NOT meantnot by any meansto stay as long as we had
3707,"Gilman, Charlotte Perkins",Herland,sentence,4703,4808,NA,But when it came to being turned out dismissed sent away for bad conduct we none of us really liked it
3708,"Gilman, Charlotte Perkins",Herland,sentence,4811,4828,NA,Terry said he did
3709,"Gilman, Charlotte Perkins",Herland,sentence,4830,4958,NA,He professed great scorn of the penalty and the trial as well as all the other characteristics of this miserable halfcountry
3710,"Gilman, Charlotte Perkins",Herland,sentence,4960,5001,NA,But he knew and we knew that in any who
3711,"Gilman, Charlotte Perkins",Herland,entity,164,168,person,Terry
3712,"Gilman, Charlotte Perkins",Herland,entity,2178,2182,person,Terry
3713,"Gilman, Charlotte Perkins",Herland,entity,4480,4484,person,Terry
3714,"Gilman, Charlotte Perkins",Herland,entity,4811,4815,person,Terry
3715,"Gilman, Charlotte Perkins",Herland,sentence,1,82,NA,ole country we should never have been as forgivingly treated as we had been here
3716,"Gilman, Charlotte Perkins",Herland,sentence,85,209,NA,If the people had come after us according to the directions we left thered have been quite a different story said Terry
3717,"Gilman, Charlotte Perkins",Herland,sentence,211,262,NA,We found out later why no reserve party had arrived
3718,"Gilman, Charlotte Perkins",Herland,sentence,264,319,NA,All our careful directions had been destroyed in a fire
3719,"Gilman, Charlotte Perkins",Herland,sentence,321,400,NA,We might have all died there and no one at home have ever known our whereabouts
3720,"Gilman, Charlotte Perkins",Herland,sentence,403,510,NA,Terry was under guard now all the time known as unsafe convicted of what was to them an unpardonable sin
3721,"Gilman, Charlotte Perkins",Herland,sentence,513,545,NA,He laughed at their chill horror
3722,"Gilman, Charlotte Perkins",Herland,sentence,547,584,NA,Parcel of old maids he called them
3723,"Gilman, Charlotte Perkins",Herland,sentence,586,625,NA,Theyre all old maidschildren or not
3724,"Gilman, Charlotte Perkins",Herland,sentence,627,669,NA,They dont know the first thing about Sex
3725,"Gilman, Charlotte Perkins",Herland,sentence,672,946,NA,When Terry said SEX sex with a very large  S  he meant the male sex naturally its special values its profound conviction of being the life force its cheerful ignoring of the true life process and its interpretation of the other sex solely from its own point of view
3726,"Gilman, Charlotte Perkins",Herland,sentence,949,1147,NA,I had learned to see these things very differently since living with Ellador and as for Jeff he was so thoroughly Herlandized that he wasnt fair to Terry who fretted sharply in his new restraint
3727,"Gilman, Charlotte Perkins",Herland,sentence,1150,1317,NA,Moadine grave and strong as sadly patient as a mother with a degenerate child kept steady watch on him with enough other women close at hand to prevent an outbreak
3728,"Gilman, Charlotte Perkins",Herland,sentence,1319,1424,NA,He had no weapons and well knew that all his strength was of small avail against those grim quiet women
3729,"Gilman, Charlotte Perkins",Herland,sentence,1427,1588,NA,We were allowed to visit him freely but he had only his room and a small highwalled garden to walk in while the preparations for our departure were under way
3730,"Gilman, Charlotte Perkins",Herland,sentence,1591,1769,NA,Three of us were to go Terry because he must I because two were safer for our flyer and the long boat trip to the coast Ellador because she would not let me go without her
3731,"Gilman, Charlotte Perkins",Herland,sentence,1772,1900,NA,If Jeff had elected to return Celis would have gone toothey were the most absorbed of lovers but Jeff had no desire that way
3732,"Gilman, Charlotte Perkins",Herland,sentence,1903,2036,NA,Why should I want to go back to all our noise and dirt our vice and crime our disease and degeneracy he demanded of me privately
3733,"Gilman, Charlotte Perkins",Herland,sentence,2038,2079,NA,We never spoke like that before the women
3734,"Gilman, Charlotte Perkins",Herland,sentence,2081,2146,NA,I wouldnt take Celis there for anything on earth he protested
3735,"Gilman, Charlotte Perkins",Herland,sentence,2148,2158,NA,Shed die
3736,"Gilman, Charlotte Perkins",Herland,sentence,2160,2220,NA,Shed die of horror and shame to see our slums and hospitals
3737,"Gilman, Charlotte Perkins",Herland,sentence,2222,2254,NA,How can you risk it with Ellador
3738,"Gilman, Charlotte Perkins",Herland,sentence,2256,2328,NA,Youd better break it to her gently before she really makes up her mind
3739,"Gilman, Charlotte Perkins",Herland,sentence,2331,2345,NA,Jeff was right
3740,"Gilman, Charlotte Perkins",Herland,sentence,2347,2436,NA,I ought to have told her more fully than I did of all the things we had to be ashamed of
3741,"Gilman, Charlotte Perkins",Herland,sentence,2438,2539,NA,But it is very hard to bridge the gulf of as deep a difference as existed between our life and theirs
3742,"Gilman, Charlotte Perkins",Herland,sentence,2541,2551,NA,I tried to
3743,"Gilman, Charlotte Perkins",Herland,sentence,2554,2687,NA,Look here my dear I said to her If you are really going to my country with me youve got to be prepared for a good many shocks
3744,"Gilman, Charlotte Perkins",Herland,sentence,2689,2853,NA,Its not as beautiful as thisthe cities I mean the civilized partsof course the wild country is  I shall enjoy it all she said her eyes starry with hope
3745,"Gilman, Charlotte Perkins",Herland,sentence,2855,2887,NA,I understand its not like ours
3746,"Gilman, Charlotte Perkins",Herland,sentence,2889,2983,NA,I can see how monotonous our quiet life must seem to you how much more stirring yours must be
3747,"Gilman, Charlotte Perkins",Herland,sentence,2985,3151,NA,It must be like the biological change you told me about when the second sex was introduceda far greater movement constant change with new possibilities of growth
3748,"Gilman, Charlotte Perkins",Herland,sentence,3154,3322,NA,I had told her of the later biological theories of sex and she was deeply convinced of the superior advantages of having two the superiority of a world with men in it
