X,author,title,type,start,end,words,kind
2410,"Gilman, Charlotte Perkins",Herland,sentence,4957,5001,This they had found in their work with plants,NA
2411,"Gilman, Charlotte Perkins",Herland,entity,783,787,Jeff,person
2412,"Gilman, Charlotte Perkins",Herland,entity,1441,1445,Terry,person
2413,"Gilman, Charlotte Perkins",Herland,entity,3737,3741,Terry,person
2414,"Gilman, Charlotte Perkins",Herland,entity,4129,4135,Holland,location
2415,"Gilman, Charlotte Perkins",Herland,sentence,1,38,s and fully proven in their own case,NA
2416,"Gilman, Charlotte Perkins",Herland,sentence,41,126,Physically they were more alike than we as they lacked all morbid or excessive types,NA
2417,"Gilman, Charlotte Perkins",Herland,sentence,128,264,They were tall strong healthy and beautiful as a race but differed individually in a wide range of feature coloring and expression,NA
2418,"Gilman, Charlotte Perkins",Herland,sentence,267,356,But surely the most important growth is in mindand in the things we make urged Somel,NA
2419,"Gilman, Charlotte Perkins",Herland,sentence,358,468,Do you find your physical variation accompanied by a proportionate variation in ideas feelings and products,NA
2420,"Gilman, Charlotte Perkins",Herland,sentence,470,566,Or among people who look more alike do you find their internal life and their work as similar,NA
2421,"Gilman, Charlotte Perkins",Herland,sentence,569,700,We were rather doubtful on this point and inclined to hold that there was more chance of improvement in greater physical variation,NA
2422,"Gilman, Charlotte Perkins",Herland,sentence,703,742,It certainly should be Zava admitted,NA
2423,"Gilman, Charlotte Perkins",Herland,sentence,744,832,We have always thought it a grave initial misfortune to have lost half our little world,NA
2424,"Gilman, Charlotte Perkins",Herland,sentence,834,910,Perhaps that is one reason why we have so striven for conscious improvement,NA
2425,"Gilman, Charlotte Perkins",Herland,sentence,913,972,But acquired traits are not transmissible Terry declared,NA
2426,"Gilman, Charlotte Perkins",Herland,sentence,974,1000,Weissman has proved that,NA
2427,"Gilman, Charlotte Perkins",Herland,sentence,1003,1071,They never disputed our absolute statements only made notes of them,NA
2428,"Gilman, Charlotte Perkins",Herland,sentence,1074,1187,If that is so then our improvement must be due either to mutation or solely to education she gravely pursued,NA
2429,"Gilman, Charlotte Perkins",Herland,sentence,1189,1216,We certainly have improved,NA
2430,"Gilman, Charlotte Perkins",Herland,sentence,1218,1425,It may be that all these higher qualities were latent in the original mother that careful education is bringing them out and that our personal differences depend on slight variations in prenatal condition,NA
2431,"Gilman, Charlotte Perkins",Herland,sentence,1428,1492,I think it is more in your accumulated culture Jeff suggested,NA
2432,"Gilman, Charlotte Perkins",Herland,sentence,1494,1542,And in the amazing psychic growth you have made,NA
2433,"Gilman, Charlotte Perkins",Herland,sentence,1544,1634,We know very little about methods of real soul cultureand you seem to know a great deal,NA
2434,"Gilman, Charlotte Perkins",Herland,sentence,1637,1772,Be that as it might they certainly presented a higher level of active intelligence and of behavior than we had so far really grasped,NA
2435,"Gilman, Charlotte Perkins",Herland,sentence,1774,2004,Having known in our lives several people who showed the same delicate courtesy and were equally pleasant to live with at least when they wore their company manners we had assumed that our companions were a carefully chosen few,NA
2436,"Gilman, Charlotte Perkins",Herland,sentence,2006,2236,Later we were more and more impressed that all this gentle breeding was breeding that they were born to it reared in it that it was as natural and universal with them as the gentleness of doves or the alleged wisdom of serpents,NA
2437,"Gilman, Charlotte Perkins",Herland,sentence,2239,2369,As for the intelligence I confess that this was the most impressive and to me most mortifying of any single feature of Herland,NA
2438,"Gilman, Charlotte Perkins",Herland,sentence,2371,2531,We soon ceased to comment on this or other matters which to them were such obvious commonplaces as to call forth embarrassing questions about our own conditions,NA
2439,"Gilman, Charlotte Perkins",Herland,sentence,2534,2636,This was nowhere better shown than in that matter of food supply which I will now attempt to describe,NA
2440,"Gilman, Charlotte Perkins",Herland,sentence,2639,2893,Having improved their agriculture to the highest point and carefully estimated the number of persons who could comfortably live on their square miles having then limited their population to that number one would think that was all there was to be done,NA
2441,"Gilman, Charlotte Perkins",Herland,sentence,2895,2922,But they had not thought so,NA
2442,"Gilman, Charlotte Perkins",Herland,sentence,2924,2969,To them the country was a unitit was theirs,NA
2443,"Gilman, Charlotte Perkins",Herland,sentence,2971,3057,They themselves were a unit a conscious group they thought in terms of the community,NA
2444,"Gilman, Charlotte Perkins",Herland,sentence,3059,3149,As such their timesense was not limited to the hopes and ambitions of an individual life,NA
2445,"Gilman, Charlotte Perkins",Herland,sentence,3151,3254,Therefore they habitually considered and carried out plans for improvement which might cover centuries,NA
2446,"Gilman, Charlotte Perkins",Herland,sentence,3257,3418,I had never seen had scarcely imagined human beings undertaking such a work as the deliberate replanting of an entire forest area with different kinds of trees,NA
2447,"Gilman, Charlotte Perkins",Herland,sentence,3420,3528,Yet this seemed to them the simplest common sense like a mans plowing up an inferior lawn and reseeding it,NA
2448,"Gilman, Charlotte Perkins",Herland,sentence,3530,3578,Now every tree bore fruitedible fruit that is,NA
2449,"Gilman, Charlotte Perkins",Herland,sentence,3580,3753,In the case of one tree in which they took especial pride it had originally no fruit at allthat is none humanly edibleyet was so beautiful that they wished to keep it,NA
2450,"Gilman, Charlotte Perkins",Herland,sentence,3755,3898,For nine hundred years they had experimented and now showed us this particularly lovely graceful tree with a profuse crop of nutritious seeds,NA
2451,"Gilman, Charlotte Perkins",Herland,sentence,3901,4118,They had early decided that trees were the best food plants requiring far less labor in tilling the soil and bearing a larger amount of food for the same ground space also doing much to preserve and enrich the soil,NA
2452,"Gilman, Charlotte Perkins",Herland,sentence,4121,4244,Due regard had been paid to seasonable crops and their fruit and nuts grains and berries kept on almost the year through,NA
2453,"Gilman, Charlotte Perkins",Herland,sentence,4247,4350,On the higher part of the country near the backing wall of mountains they had a real winter with snow,NA
2454,"Gilman, Charlotte Perkins",Herland,sentence,4352,4550,Toward the southeastern point where there was a large valley with a lake whose outlet was subterranean the climate was like that of California and citrus fruits figs and olives grew abundantly,NA
2455,"Gilman, Charlotte Perkins",Herland,sentence,4553,4617,What impressed me particularly was their scheme of fertilization,NA
2456,"Gilman, Charlotte Perkins",Herland,sentence,4619,4788,Here was this little shutin piece of land where one would have thought an ordinary people would have been starved out long ago or reduced to an annual struggle for life,NA
2457,"Gilman, Charlotte Perkins",Herland,sentence,4790,4897,These careful culturists had worked out a perfect scheme of refeeding the soil with all that came out of it,NA
2458,"Gilman, Charlotte Perkins",Herland,sentence,4899,5001,All the scraps and leavings of their food plant waste from lumber work or textile industry all the so,NA
2459,"Gilman, Charlotte Perkins",Herland,entity,958,962,Terry,person
2460,"Gilman, Charlotte Perkins",Herland,entity,1478,1481,Jeff,person
2461,"Gilman, Charlotte Perkins",Herland,entity,4487,4496,California,location
2462,"Gilman, Charlotte Perkins",Herland,sentence,1,113,olid matter from the sewage properly treated and combinedeverything which came from the earth went back to it,NA
2463,"Gilman, Charlotte Perkins",Herland,sentence,116,301,The practical result was like that in any healthy forest an increasingly valuable soil was being built instead of the progressive impoverishment so often seen in the rest of the world,NA
2464,"Gilman, Charlotte Perkins",Herland,sentence,304,643,When this first burst upon us we made such approving comments that they were surprised that such obvious common sense should be praised asked what our methods were and we had some difficulty inwell in diverting them by referring to the extent of our own land and theadmittedcarelessness with which we had skimmed the cream of it,NA
2465,"Gilman, Charlotte Perkins",Herland,sentence,646,686,At least we thought we had diverted them,NA
2466,"Gilman, Charlotte Perkins",Herland,sentence,688,909,Later I found that besides keeping a careful and accurate account of all we told them they had a sort of skeleton chart on which the things we said and the things we palpably avoided saying were all set down and studied,NA
2467,"Gilman, Charlotte Perkins",Herland,sentence,911,1041,It really was childs play for those profound educators to work out a painfully accurate estimate of our conditionsin some lines,NA
2468,"Gilman, Charlotte Perkins",Herland,sentence,1043,1205,When a given line of observation seemed to lead to some very dreadful inference they always gave us the benefit of the doubt leaving it open to further knowledge,NA
2469,"Gilman, Charlotte Perkins",Herland,sentence,1207,1462,Some of the things we had grown to accept as perfectly natural or as belonging to our human limitations they literally could not have believed and as I have said we had all of us joined in a tacit endeavor to conceal much of the social status at home,NA
2470,"Gilman, Charlotte Perkins",Herland,sentence,1465,1513,Confound their grandmotherly minds Terry said,NA
2471,"Gilman, Charlotte Perkins",Herland,sentence,1515,1561,Of course they cant understand a Mans World,NA
2472,"Gilman, Charlotte Perkins",Herland,sentence,1563,1619,They arent humantheyre just a pack of FeFeFemales,NA
2473,"Gilman, Charlotte Perkins",Herland,sentence,1621,1673,This was after he had to admit their parthenogenesis,NA
2474,"Gilman, Charlotte Perkins",Herland,sentence,1676,1853,I wish our grandfatherly minds had managed as well said Jeff Do you really think its to our credit that we have muddled along with all our poverty and disease and the like,NA
2475,"Gilman, Charlotte Perkins",Herland,sentence,1855,1924,They have peace and plenty wealth and beauty goodness and intellect,NA
2476,"Gilman, Charlotte Perkins",Herland,sentence,1926,2096,Pretty good people I think  Youll find they have their faults too Terry insisted and partly in selfdefense we all three began to look for those faults of theirs,NA
2477,"Gilman, Charlotte Perkins",Herland,sentence,2098,2197,We had been very strong on this subject before we got therein those baseless speculations of ours,NA
2478,"Gilman, Charlotte Perkins",Herland,sentence,2200,2274,Suppose there is a country of women only Jeff had put it over and over,NA
2479,"Gilman, Charlotte Perkins",Herland,sentence,2276,2298,Whatll they be like,NA
2480,"Gilman, Charlotte Perkins",Herland,sentence,2301,2399,And we had been cocksure as to the inevitable limitations the faults and vices of a lot of women,NA
2481,"Gilman, Charlotte Perkins",Herland,sentence,2401,2661,We had expected them to be given over to what we called feminine vanityfrills and furbelows and we found they had evolved a costume more perfect than the Chinese dress richly beautiful when so desired always useful of unfailing dignity and good taste,NA
2482,"Gilman, Charlotte Perkins",Herland,sentence,2664,2831,We had expected a dull submissive monotony and found a daring social inventiveness far beyond our own and a mechanical and scientific development fully equal to ours,NA
2483,"Gilman, Charlotte Perkins",Herland,sentence,2834,2978,We had expected pettiness and found a social consciousness besides which our nations looked like quarreling childrenfeebleminded ones at that,NA
2484,"Gilman, Charlotte Perkins",Herland,sentence,2981,3110,We had expected jealousy and found a broad sisterly affection a fairminded intelligence to which we could produce no parallel,NA
2485,"Gilman, Charlotte Perkins",Herland,sentence,3113,3288,We had expected hysteria and found a standard of health and vigor a calmness of temper to which the habit of profanity for instance was impossible to explainwe tried it,NA
2486,"Gilman, Charlotte Perkins",Herland,sentence,3291,3405,All these things even Terry had to admit but he still insisted that we should find out the other side pretty soon,NA
2487,"Gilman, Charlotte Perkins",Herland,sentence,3408,3452,It stands to reason doesnt it he argued,NA
2488,"Gilman, Charlotte Perkins",Herland,sentence,3454,3529,The whole things deuced unnaturalId say impossible if we werent in it,NA
2489,"Gilman, Charlotte Perkins",Herland,sentence,3531,3590,And an unnatural conditions sure to have unnatural results,NA
2490,"Gilman, Charlotte Perkins",Herland,sentence,3592,3648,Youll find some awful characteristicssee if you dont,NA
2491,"Gilman, Charlotte Perkins",Herland,sentence,3650,3745,For instancewe dont know yet what they do with their criminalstheir defectivestheir aged,NA
2492,"Gilman, Charlotte Perkins",Herland,sentence,3747,3777,You notice we havent seen any,NA
2493,"Gilman, Charlotte Perkins",Herland,sentence,3779,3807,Theres got to be something,NA
2494,"Gilman, Charlotte Perkins",Herland,sentence,3810,3940,I was inclined to believe that there had to be something so I took the bull by the hornsthe cow I should sayand asked Somel,NA
2495,"Gilman, Charlotte Perkins",Herland,sentence,3943,4011,I want to find some flaw in all this perfection I told her flatly,NA
2496,"Gilman, Charlotte Perkins",Herland,sentence,4013,4079,It simply isnt possible that three million people have no faults,NA
2497,"Gilman, Charlotte Perkins",Herland,sentence,4081,4247,We are trying our best to understand and learnwould you mind helping us by saying what to your minds are the worst qualities of this unique civilization of yours,NA
2498,"Gilman, Charlotte Perkins",Herland,sentence,4250,4334,We were sitting together in a shaded arbor in one of those eatinggardens of theirs,NA
2499,"Gilman, Charlotte Perkins",Herland,sentence,4336,4403,The delicious food had been eaten a plate of fruit still before us,NA
2500,"Gilman, Charlotte Perkins",Herland,sentence,4405,4574,We could look out on one side over a stretch of open country quietly rich and lovely on the other the garden with tables here and there far apart enough for privacy,NA
2501,"Gilman, Charlotte Perkins",Herland,sentence,4576,4687,Let me say right here that with all their careful balance of population there was no crowding in this country,NA
2502,"Gilman, Charlotte Perkins",Herland,sentence,4689,4745,There was room space a sunny breezy freedom everywhere,NA
2503,"Gilman, Charlotte Perkins",Herland,sentence,4748,4853,Somel set her chin upon her hand her elbow on the low wall beside her and looked off over the fair land,NA
2504,"Gilman, Charlotte Perkins",Herland,sentence,4856,4903,Of course we have faultsall of us she said,NA
2505,"Gilman, Charlotte Perkins",Herland,sentence,4905,5001,In one way you might say that we have more than we used tothat is our standard of perfection ,NA
2506,"Gilman, Charlotte Perkins",Herland,entity,1503,1507,Terry,person
2507,"Gilman, Charlotte Perkins",Herland,entity,1735,1738,Jeff,person
2508,"Gilman, Charlotte Perkins",Herland,entity,1999,2003,Terry,person
2509,"Gilman, Charlotte Perkins",Herland,entity,2244,2247,Jeff,person
2510,"Gilman, Charlotte Perkins",Herland,entity,3313,3317,Terry,person
2511,"Gilman, Charlotte Perkins",Herland,sentence,2,39,seems to get farther and farther away,NA
2512,"Gilman, Charlotte Perkins",Herland,sentence,41,120,But we are not discouraged because our records do show gainconsiderable gain,NA
2513,"Gilman, Charlotte Perkins",Herland,sentence,123,258,When we beganeven with the start of one particularly noble motherwe inherited the characteristics of a long racerecord behind her,NA
2514,"Gilman, Charlotte Perkins",Herland,sentence,260,310,And they cropped out from time to timealarmingly,NA
2515,"Gilman, Charlotte Perkins",Herland,sentence,312,396,But it isyes quite six hundred years since we have had what you call a criminal,NA
2516,"Gilman, Charlotte Perkins",Herland,sentence,399,507,We have of course made it our first business to train out to breed out when possible the lowest types,NA
2517,"Gilman, Charlotte Perkins",Herland,sentence,510,521,Breed out,NA
2518,"Gilman, Charlotte Perkins",Herland,sentence,523,530,I asked,NA
2519,"Gilman, Charlotte Perkins",Herland,sentence,532,709,How could youwith parthenogenesis  If the girl showing the bad qualities had still the power to appreciate social duty we appealed to her by that to renounce motherhood,NA
2520,"Gilman, Charlotte Perkins",Herland,sentence,711,777,Some of the few worst types were fortunately unable to reproduce,NA
2521,"Gilman, Charlotte Perkins",Herland,sentence,779,933,But if the fault was in a disproportionate egotismthen the girl was sure she had the right to have children even that hers would be better than others,NA
2522,"Gilman, Charlotte Perkins",Herland,sentence,936,960,I can see that I said,NA
2523,"Gilman, Charlotte Perkins",Herland,sentence,962,1024,And then she would be likely to rear them in the same spirit,NA
2524,"Gilman, Charlotte Perkins",Herland,sentence,1027,1074,That we never allowed answered Somel quietly,NA
2525,"Gilman, Charlotte Perkins",Herland,sentence,1077,1086,Allowed,NA
2526,"Gilman, Charlotte Perkins",Herland,sentence,1088,1097,I queried,NA
2527,"Gilman, Charlotte Perkins",Herland,sentence,1099,1216,Allowed a mother to rear her own children  Certainly not said Somel unless she was fit for that supreme task,NA
2528,"Gilman, Charlotte Perkins",Herland,sentence,1219,1268,This was rather a blow to my previous convictions,NA
2529,"Gilman, Charlotte Perkins",Herland,sentence,1271,1374,But I thought motherhood was for each of you  Motherhoodyes that is maternity to bear a child,NA
2530,"Gilman, Charlotte Perkins",Herland,sentence,1376,1446,But education is our highest art only allowed to our highest artists,NA
2531,"Gilman, Charlotte Perkins",Herland,sentence,1449,1460,Education,NA
2532,"Gilman, Charlotte Perkins",Herland,sentence,1462,1481,I was puzzled again,NA
2533,"Gilman, Charlotte Perkins",Herland,sentence,1483,1506,I dont mean education,NA
2534,"Gilman, Charlotte Perkins",Herland,sentence,1508,1576,I mean by motherhood not only childbearing but the care of babies,NA
2535,"Gilman, Charlotte Perkins",Herland,sentence,1579,1671,The care of babies involves education and is entrusted only to the most fit she repeated,NA
2536,"Gilman, Charlotte Perkins",Herland,sentence,1674,1710,Then you separate mother and child,NA
2537,"Gilman, Charlotte Perkins",Herland,sentence,1712,1842,I cried in cold horror something of Terrys feeling creeping over me that there must be something wrong among these many virtues,NA
2538,"Gilman, Charlotte Perkins",Herland,sentence,1845,1883,Not usually she patiently explained,NA
2539,"Gilman, Charlotte Perkins",Herland,sentence,1885,1956,You see almost every woman values her maternity above everything else,NA
2540,"Gilman, Charlotte Perkins",Herland,sentence,1958,2082,Each girl holds it close and dear an exquisite joy a crowning honor the most intimate most personal most precious thing,NA
2541,"Gilman, Charlotte Perkins",Herland,sentence,2084,2321,That is the childrearing has come to be with us a culture so profoundly studied practiced with such subtlety and skill that the more we love our children the less we are willing to trust that process to unskilled handseven our own,NA
2542,"Gilman, Charlotte Perkins",Herland,sentence,2324,2358,But a mothers love I ventured,NA
2543,"Gilman, Charlotte Perkins",Herland,sentence,2361,2429,She studied my face trying to work out a means of clear explanation,NA
2544,"Gilman, Charlotte Perkins",Herland,sentence,2432,2627,You told us about your dentists she said at length those quaintly specialized persons who spend their lives filling little holes in other persons teetheven in childrens teeth sometimes,NA
2545,"Gilman, Charlotte Perkins",Herland,sentence,2630,2635,Yes,NA
2546,"Gilman, Charlotte Perkins",Herland,sentence,2637,2666,I said not getting her drift,NA
2547,"Gilman, Charlotte Perkins",Herland,sentence,2669,2745,Does motherlove urge motherswith youto fill their own childrens teeth,NA
2548,"Gilman, Charlotte Perkins",Herland,sentence,2747,2800,Or to wish to  Why noof course not I protested,NA
2549,"Gilman, Charlotte Perkins",Herland,sentence,2802,2841,But that is a highly specialized craft,NA
2550,"Gilman, Charlotte Perkins",Herland,sentence,2843,2945,Surely the care of babies is open to any womanany mother  We do not think so she gently replied,NA
2551,"Gilman, Charlotte Perkins",Herland,sentence,2947,3098,Those of us who are the most highly competent fulfill that office and a majority of our girls eagerly try for itI assure you we have the very best,NA
2552,"Gilman, Charlotte Perkins",Herland,sentence,3101,3181,But the poor motherbereaved of her baby  Oh no she earnestly assured me,NA
2553,"Gilman, Charlotte Perkins",Herland,sentence,3183,3209,Not in the least bereaved,NA
2554,"Gilman, Charlotte Perkins",Herland,sentence,3211,3268,It is her baby stillit is with hershe has not lost it,NA
2555,"Gilman, Charlotte Perkins",Herland,sentence,3270,3312,But she is not the only one to care for it,NA
2556,"Gilman, Charlotte Perkins",Herland,sentence,3314,3357,There are others whom she knows to be wiser,NA
2557,"Gilman, Charlotte Perkins",Herland,sentence,3359,3465,She knows it because she has studied as they did practiced as they did and honors their real superiority,NA
2558,"Gilman, Charlotte Perkins",Herland,sentence,3467,3534,For the childs sake she is glad to have for it this highest care,NA
2559,"Gilman, Charlotte Perkins",Herland,sentence,3537,3554,I was unconvinced,NA
2560,"Gilman, Charlotte Perkins",Herland,sentence,3556,3630,Besides this was only hearsay I had yet to see the motherhood of Herland,NA
2561,"Gilman, Charlotte Perkins",Herland,sentence,3636,3645,CHAPTER 8,NA
2562,"Gilman, Charlotte Perkins",Herland,sentence,3647,3707,The Girls of Herland   At last Terrys ambition was realized,NA
2563,"Gilman, Charlotte Perkins",Herland,sentence,3709,3828,We were invited always courteously and with free choice on our part to address general audiences and classes of girls,NA
2564,"Gilman, Charlotte Perkins",Herland,sentence,3831,3926,I remember the first timeand how careful we were about our clothes and our amateur barbering,NA
2565,"Gilman, Charlotte Perkins",Herland,sentence,3928,4101,Terry in particular was fussy to a degree about the cut of his beard and so critical of our combined efforts that we handed him the shears and told him to please himself,NA
2566,"Gilman, Charlotte Perkins",Herland,sentence,4103,4266,We began to rather prize those beards of ours they were almost our sole distinction among those tall and sturdy women with their cropped hair and sexless costume,NA
2567,"Gilman, Charlotte Perkins",Herland,sentence,4268,4471,Being offered a wide selection of garments we had chosen according to our personal taste and were surprised to find on meeting large audiences that we were the most highly decorated especially Terry,NA
2568,"Gilman, Charlotte Perkins",Herland,sentence,4474,4711,He was a very impressive figure his strong features softened by the somewhat longer hairthough he made me trim it as closely as I knew how and he wore his richly embroidered tunic with its broad loose girdle with quite a Henry V air,NA
2569,"Gilman, Charlotte Perkins",Herland,sentence,4713,4835,Jeff looked more likewell like a Huguenot Lover and I dont know what I looked like only that I felt very comfortable,NA
2570,"Gilman, Charlotte Perkins",Herland,sentence,4837,4973,When I got back to our own padded armor and its starched borders I realized with acute regret how comfortable were those Herland clothes,NA
2571,"Gilman, Charlotte Perkins",Herland,sentence,4976,5001,We scanned that audience ,NA
2572,"Gilman, Charlotte Perkins",Herland,entity,1061,1065,Somel,person
2573,"Gilman, Charlotte Perkins",Herland,entity,4466,4470,Terry,person
2574,"Gilman, Charlotte Perkins",Herland,entity,4700,4706,Henry V,person
2575,"Gilman, Charlotte Perkins",Herland,entity,3660,3666,Herland,location
2576,"Gilman, Charlotte Perkins",Herland,sentence,2,74,looking for the three bright faces we knew but they were not to be seen,NA
2577,"Gilman, Charlotte Perkins",Herland,sentence,76,164,Just a multitude of girls quiet eager watchful all eyes and ears to listen and learn,NA
2578,"Gilman, Charlotte Perkins",Herland,sentence,167,289,We had been urged to give as fully as we cared to a sort of synopsis of world history in brief and to answer questions,NA
2579,"Gilman, Charlotte Perkins",Herland,sentence,292,358,We are so utterly ignorant you see Moadine had explained to us,NA
2580,"Gilman, Charlotte Perkins",Herland,sentence,360,589,We know nothing but such science as we have worked out for ourselves just the brain work of one small halfcountry and you we gather have helped one another all over the globe sharing your discoveries pooling your progress,NA
2581,"Gilman, Charlotte Perkins",Herland,sentence,591,690,How wonderful how supremely beautiful your civilization must be  Somel gave a further suggestion,NA
2582,"Gilman, Charlotte Perkins",Herland,sentence,693,753,You do not have to begin all over again as you did with us,NA
2583,"Gilman, Charlotte Perkins",Herland,sentence,755,873,We have made a sort of digest of what we have learned from you and it has been eagerly absorbed all over the country,NA
2584,"Gilman, Charlotte Perkins",Herland,sentence,875,917,Perhaps you would like to see our outline,NA
2585,"Gilman, Charlotte Perkins",Herland,sentence,920,965,We were eager to see it and deeply impressed,NA
2586,"Gilman, Charlotte Perkins",Herland,sentence,967,1122,To us at first these women unavoidably ignorant of what to us was the basic commonplace of knowledge had seemed on the plane of children or of savages,NA
2587,"Gilman, Charlotte Perkins",Herland,sentence,1124,1322,What we had been forced to admit with growing acquaintance was that they were ignorant as Plato and Aristotle were but with a highly developed mentality quite comparable to that of Ancient Greece,NA
2588,"Gilman, Charlotte Perkins",Herland,sentence,1325,1427,Far be it from me to lumber these pages with an account of what we so imperfectly strove to teach them,NA
2589,"Gilman, Charlotte Perkins",Herland,sentence,1429,1499,The memorable fact is what they taught us or some faint glimpse of it,NA
2590,"Gilman, Charlotte Perkins",Herland,sentence,1501,1605,And at present our major interest was not at all in the subject matter of our talk but in the audience,NA
2591,"Gilman, Charlotte Perkins",Herland,sentence,1608,1780,Girlshundreds of themeager brighteyed attentive young faces crowding questions and I regret to say an increasing inability on our part to answer them effectively,NA
2592,"Gilman, Charlotte Perkins",Herland,sentence,1783,1991,Our special guides who were on the platform with us and sometimes aided in clarifying a question or oftener an answer noticed this effect and closed the formal lecture part of the evening rather shortly,NA
2593,"Gilman, Charlotte Perkins",Herland,sentence,1994,2109,Our young women will be glad to meet you Somel suggested to talk with you more personally if you are willing,NA
2594,"Gilman, Charlotte Perkins",Herland,sentence,2112,2119,Willing,NA
2595,"Gilman, Charlotte Perkins",Herland,sentence,2121,2218,We were impatient and said as much at which I saw a flickering little smile cross Moadines face,NA
2596,"Gilman, Charlotte Perkins",Herland,sentence,2220,2352,Even then with all those eager young things waiting to talk to us a sudden question crossed my mind What was their point of view,NA
2597,"Gilman, Charlotte Perkins",Herland,sentence,2354,2380,What did they think of us,NA
2598,"Gilman, Charlotte Perkins",Herland,sentence,2382,2403,We learned that later,NA
2599,"Gilman, Charlotte Perkins",Herland,sentence,2406,2518,Terry plunged in among those young creatures with a sort of rapture somewhat as a glad swimmer takes to the sea,NA
2600,"Gilman, Charlotte Perkins",Herland,sentence,2520,2594,Jeff with a rapt look on his highbred face approached as to a sacrament,NA
2601,"Gilman, Charlotte Perkins",Herland,sentence,2596,2674,But I was a little chilled by that last thought of mine and kept my eyes open,NA
2602,"Gilman, Charlotte Perkins",Herland,sentence,2676,2967,I found time to watch Jeff even while I was surrounded by an eager group of questionersas we all wereand saw how his worshipping eyes his grave courtesy pleased and drew some of them while others rather stronger spirits they looked to be drew away from his group to Terrys or mine,NA
2603,"Gilman, Charlotte Perkins",Herland,sentence,2970,3097,I watched Terry with special interest knowing how he had longed for this time and how irresistible he had always been at home,NA
2604,"Gilman, Charlotte Perkins",Herland,sentence,3099,3290,And I could see just in snatches of course how his suave and masterful approach seemed to irritate them his toointimate glances were vaguely resented his compliments puzzled and annoyed,NA
2605,"Gilman, Charlotte Perkins",Herland,sentence,3292,3413,Sometimes a girl would flush not with drooped eyelids and inviting timidity but with anger and a quick lift of the head,NA
2606,"Gilman, Charlotte Perkins",Herland,sentence,3415,3563,Girl after girl turned on her heel and left him till he had but a small ring of questioners and they visibly were the least girlish of the lot,NA
2607,"Gilman, Charlotte Perkins",Herland,sentence,3566,3731,I saw him looking pleased at first as if he thought he was making a strong impression but finally casting a look at Jeff or me he seemed less pleasedand less,NA
2608,"Gilman, Charlotte Perkins",Herland,sentence,3734,3775,As for me I was most agreeably surprised,NA
2609,"Gilman, Charlotte Perkins",Herland,sentence,3777,3806,At home I never was popular,NA
2610,"Gilman, Charlotte Perkins",Herland,sentence,3808,3877,I had my girl friends good ones but they were friendsnothing else,NA
2611,"Gilman, Charlotte Perkins",Herland,sentence,3879,3966,Also they were of somewhat the same clan not popular in the sense of swarming admirers,NA
2612,"Gilman, Charlotte Perkins",Herland,sentence,3968,4030,But here to my astonishment I found my crowd was the largest,NA
2613,"Gilman, Charlotte Perkins",Herland,sentence,4033,4168,I have to generalize of course rather telescoping many impressions but the first evening was a good sample of the impression we made,NA
2614,"Gilman, Charlotte Perkins",Herland,sentence,4170,4273,Jeff had a following if I may call it that of the more sentimentalthough thats not the word I want,NA
2615,"Gilman, Charlotte Perkins",Herland,sentence,4275,4375,The less practical perhaps the girls who were artists of some sort ethicists teachersthat kind,NA
2616,"Gilman, Charlotte Perkins",Herland,sentence,4378,4574,Terry was reduced to a rather combative group keen logical inquiring minds not overly sensitive the very kind he liked least while as for meI became quite cocky over my general popularity,NA
2617,"Gilman, Charlotte Perkins",Herland,sentence,4577,4603,Terry was furious about it,NA
2618,"Gilman, Charlotte Perkins",Herland,sentence,4605,4630,We could hardly blame him,NA
2619,"Gilman, Charlotte Perkins",Herland,sentence,4633,4719,Girls he burst forth when that evening was over and we were by ourselves once more,NA
2620,"Gilman, Charlotte Perkins",Herland,sentence,4721,4823,Call those GIRLS  Most delightful girls I call them said Jeff his blue eyes dreamily contented,NA
2621,"Gilman, Charlotte Perkins",Herland,sentence,4826,4849,What do YOU call them,NA
2622,"Gilman, Charlotte Perkins",Herland,sentence,4851,4868,I mildly inquired,NA
2623,"Gilman, Charlotte Perkins",Herland,sentence,4871,4876,Boys,NA
2624,"Gilman, Charlotte Perkins",Herland,sentence,4878,4907,Nothing but boys most of em,NA
2625,"Gilman, Charlotte Perkins",Herland,sentence,4909,4948,A standoffish disagreeable lot at that,NA
2626,"Gilman, Charlotte Perkins",Herland,sentence,4950,4982,Critical impertinent youngsters,NA
2627,"Gilman, Charlotte Perkins",Herland,sentence,4984,5000,No girls at all,NA
2628,"Gilman, Charlotte Perkins",Herland,entity,1216,1220,Plato,person
2629,"Gilman, Charlotte Perkins",Herland,entity,4170,4173,Jeff,person
2630,"Gilman, Charlotte Perkins",Herland,entity,4577,4581,Terry,person
2631,"Gilman, Charlotte Perkins",Herland,entity,4785,4788,Jeff,person
2632,"Gilman, Charlotte Perkins",Herland,entity,1316,1321,Greece,location
2633,"Gilman, Charlotte Perkins",Herland,sentence,3,62,He was angry and severe not a little jealous too I think,NA
2634,"Gilman, Charlotte Perkins",Herland,sentence,64,177,Afterward when he found out just what it was they did not like he changed his manner somewhat and got on better,NA
2635,"Gilman, Charlotte Perkins",Herland,sentence,179,188,He had to,NA
2636,"Gilman, Charlotte Perkins",Herland,sentence,190,281,For in spite of his criticism they were girls and furthermore all the girls there were,NA
