,author,title,id,type,start,end,constituents,words,kind
2998,"Gilman, Charlotte Perkins",Herland,14,sentence,1541,1672,355:378,Even their shortcomings and misdeeds in childhood never were presented to them as sins merely as errors and misplaysas in a game,NA
2999,"Gilman, Charlotte Perkins",Herland,15,sentence,1674,1862,379:416,Some of them who were palpably less agreeable than others or who had a real weakness or fault were treated with cheerful allowance as a friendly group at whist would treat a poor player,NA
3000,"Gilman, Charlotte Perkins",Herland,16,sentence,1865,2026,417:449,Their religion you see was maternal and their ethics based on the full perception of evolution showed the principle of growth and the beauty of wise culture,NA
3001,"Gilman, Charlotte Perkins",Herland,17,sentence,2028,2168,450:479,They had no theory of the essential opposition of good and evil life to them was growth their pleasure was in growing and their duty also,NA
3002,"Gilman, Charlotte Perkins",Herland,18,sentence,2171,2349,480:511,With this background with their sublimated motherlove expressed in terms of widest social activity every phase of their work was modified by its effect on the national growth,NA
3003,"Gilman, Charlotte Perkins",Herland,19,sentence,2351,2469,512:533,The language itself they had deliberately clarified simplified made easy and beautiful for the sake of the children,NA
3004,"Gilman, Charlotte Perkins",Herland,20,sentence,2472,2691,534:578,This seemed to us a wholly incredible thing first that any nation should have the foresight the strength and the persistence to plan and fulfill such a task and second that women should have had so much initiative,NA
3005,"Gilman, Charlotte Perkins",Herland,21,sentence,2693,2854,579:612,We have assumed as a matter of course that women had none that only the man with his natural energy and impatience of restriction would ever invent anything,NA
3006,"Gilman, Charlotte Perkins",Herland,22,sentence,2857,3091,613:657,Here we found that the pressure of life upon the environment develops in the human mind its inventive reactions regardless of sex and further that a fully awakened motherhood plans and works without limit for the good of the child,NA
3007,"Gilman, Charlotte Perkins",Herland,23,sentence,3094,3275,658:690,That the children might be most nobly born and reared in an environment calculated to allow the richest freest growth they had deliberately remodeled and improved the whole state,NA
3008,"Gilman, Charlotte Perkins",Herland,24,sentence,3278,3372,691:712,I do not mean in the least that they stopped at that any more than a child stops at childhood,NA
3009,"Gilman, Charlotte Perkins",Herland,25,sentence,3374,3536,713:741,The most impressive part of their whole culture beyond this perfect system of childrearing was the range of interests and associations open to them all for life,NA
3010,"Gilman, Charlotte Perkins",Herland,26,sentence,3538,3617,742:759,But in the field of literature I was most struck at first by the childmotive,NA
3011,"Gilman, Charlotte Perkins",Herland,27,sentence,3620,4007,760:834,They had the same gradation of simple repetitive verse and story that we are familiar with and the most exquisite imaginative tales but where with us these are the dribbled remnants of ancient folk myths and primitive lullabies theirs were the exquisite work of great artists not only simple and unfailing in appeal to the childmind but TRUE true to the living world about them,NA
3012,"Gilman, Charlotte Perkins",Herland,28,sentence,4010,4101,835:855,To sit in one of their nurseries for a day was to change ones views forever as to babyhood,NA
3013,"Gilman, Charlotte Perkins",Herland,29,sentence,4103,4254,856:885,The youngest ones rosy fatlings in their mothers arms or sleeping lightly in the flowersweet air seemed natural enough save that they never cried,NA
3014,"Gilman, Charlotte Perkins",Herland,30,sentence,4256,4409,886:923,I never heard a child cry in Herland save once or twice at a bad fall and then people ran to help as we would at a scream of agony from a grown person,NA
3015,"Gilman, Charlotte Perkins",Herland,31,sentence,4412,4553,924:955,Each mother had her year of glory the time to love and learn living closely with her child nursing it proudly often for two years or more,NA
3016,"Gilman, Charlotte Perkins",Herland,32,sentence,4555,4608,956:965,This perhaps was one reason for their wonderful vigor,NA
3017,"Gilman, Charlotte Perkins",Herland,33,sentence,4611,4733,966:990,But after the babyyear the mother was not so constantly in attendance unless indeed her work was among the little ones,NA
3018,"Gilman, Charlotte Perkins",Herland,34,sentence,4735,4877,991:1018,She was never far off however and her attitude toward the comothers whose proud childservice was direct and continuous was lovely to see,NA
3019,"Gilman, Charlotte Perkins",Herland,35,sentence,4880,5001,1019:1043,As for the babiesa group of those naked darlings playing on short velvet grass cleanswept or rugs as soft or in shal,NA
3020,"Gilman, Charlotte Perkins",Herland,1,sentence,1,140,50:75,llow pools of bright water tumbling over with bubbling joyous baby laughterit was a view of infant happiness such as I had never dreamed,NA
3021,"Gilman, Charlotte Perkins",Herland,2,sentence,143,266,76:99,The babies were reared in the warmer part of the country and gradually acclimated to the cooler heights as they grew older,NA
3022,"Gilman, Charlotte Perkins",Herland,3,sentence,269,479,100:143,Sturdy children of ten and twelve played in the snow as joyfully as ours do there were continuous excursions of them from one part of the land to another so that to each child the whole country might be home,NA
3023,"Gilman, Charlotte Perkins",Herland,4,sentence,482,860,144:233,It was all theirs waiting for them to learn to love to use to serve as our own little boys plan to be a big soldier or a cowboy or whatever pleases their fancy and our little girls plan for the kind of home they mean to have or how many children these planned freely and gaily with much happy chattering of what they would do for the country when they were grown,NA
3024,"Gilman, Charlotte Perkins",Herland,5,sentence,863,1048,234:270,It was the eager happiness of the children and young people which first made me see the folly of that common notion of oursthat if life was smooth and happy people would not enjoy it,NA
3025,"Gilman, Charlotte Perkins",Herland,6,sentence,1051,1244,271:305,As I studied these youngsters vigorous joyous eager little creatures and their voracious appetite for life it shook my previous ideas so thoroughly that they have never been reestablished,NA
3026,"Gilman, Charlotte Perkins",Herland,7,sentence,1246,1377,306:328,The steady level of good health gave them all that natural stimulus we used to call animal spiritsan odd contradiction in terms,NA
3027,"Gilman, Charlotte Perkins",Herland,8,sentence,1379,1574,329:360,They found themselves in an immediate environment which was agreeable and interesting and before them stretched the years of learning and discovery the fascinating endless process of education,NA
3028,"Gilman, Charlotte Perkins",Herland,9,sentence,1577,1698,361:382,As I looked into these methods and compared them with our own my strange uncomfortable sense of racehumility grew apace,NA
3029,"Gilman, Charlotte Perkins",Herland,10,sentence,1701,1745,383:389,Ellador could not understand my astonishment,NA
3030,"Gilman, Charlotte Perkins",Herland,11,sentence,1747,1916,390:422,She explained things kindly and sweetly but with some amazement that they needed explaining and with sudden questions as to how we did it that left me meeker than ever,NA
3031,"Gilman, Charlotte Perkins",Herland,12,sentence,1919,1981,423:435,I betook myself to Somel one day carefully not taking Ellador,NA
3032,"Gilman, Charlotte Perkins",Herland,13,sentence,1983,2042,436:448,I did not mind seeming foolish to Somelshe was used to it,NA
3033,"Gilman, Charlotte Perkins",Herland,14,sentence,2045,2192,449:485,I want a chapter of explanation I told her You know my stupidities by heart and I do not want to show them to Elladorshe thinks me so wise,NA
3034,"Gilman, Charlotte Perkins",Herland,15,sentence,2195,2217,486:489,She smiled delightedly,NA
3035,"Gilman, Charlotte Perkins",Herland,16,sentence,2219,2294,490:509,It is beautiful to see she told me this new wonderful love between you,NA
3036,"Gilman, Charlotte Perkins",Herland,17,sentence,2296,2358,510:523,The whole country is interested you knowhow can we help it,NA
3037,"Gilman, Charlotte Perkins",Herland,18,sentence,2361,2386,524:530,I had not thought of that,NA
3038,"Gilman, Charlotte Perkins",Herland,19,sentence,2388,2541,531:561,We say All the world loves a lover but to have a couple of million people watching ones courtshipand that a difficult onewas rather embarrassing,NA
3039,"Gilman, Charlotte Perkins",Herland,20,sentence,2544,2592,562:574,Tell me about your theory of education I said,NA
3040,"Gilman, Charlotte Perkins",Herland,21,sentence,2594,2617,575:581,Make it short and easy,NA
3041,"Gilman, Charlotte Perkins",Herland,22,sentence,2619,2801,582:624,And to show you what puzzles me Ill tell you that in our theory great stress is laid on the forced exertion of the childs mind we think it is good for him to overcome obstacles,NA
3042,"Gilman, Charlotte Perkins",Herland,23,sentence,2804,2846,625:635,Of course it is she unexpectedly agreed,NA
3043,"Gilman, Charlotte Perkins",Herland,24,sentence,2848,2888,636:645,All our children do thatthey love to,NA
3044,"Gilman, Charlotte Perkins",Herland,25,sentence,2891,2912,646:650,That puzzled me again,NA
3045,"Gilman, Charlotte Perkins",Herland,26,sentence,2914,2965,651:663,If they loved to do it how could it be educational,NA
3046,"Gilman, Charlotte Perkins",Herland,27,sentence,2968,3011,664:675,Our theory is this she went on carefully,NA
3047,"Gilman, Charlotte Perkins",Herland,28,sentence,3013,3041,676:683,Here is a young human being,NA
3048,"Gilman, Charlotte Perkins",Herland,29,sentence,3043,3131,684:706,The mind is as natural a thing as the body a thing that grows a thing to use and enjoy,NA
3049,"Gilman, Charlotte Perkins",Herland,30,sentence,3133,3216,707:727,We seek to nourish to stimulate to exercise the mind of a child as we do the body,NA
3050,"Gilman, Charlotte Perkins",Herland,31,sentence,3218,3374,728:760,There are the two main divisions in educationyou have those of coursethe things it is necessary to know and the things it is necessary to do  To do,NA
3051,"Gilman, Charlotte Perkins",Herland,32,sentence,3376,3410,761:770,Mental exercises you mean  Yes,NA
3052,"Gilman, Charlotte Perkins",Herland,33,sentence,3412,3682,771:825,Our general plan is this In the matter of feeding the mind of furnishing information we use our best powers to meet the natural appetite of a healthy young brain not to overfeed it to provide such amount and variety of impressions as seem most welcome to each child,NA
3053,"Gilman, Charlotte Perkins",Herland,34,sentence,3684,3708,826:831,That is the easiest part,NA
3054,"Gilman, Charlotte Perkins",Herland,35,sentence,3710,3913,832:869,The other division is in arranging a properly graduated series of exercises which will best develop each mind the common faculties we all have and most carefully the especial faculties some of us have,NA
3055,"Gilman, Charlotte Perkins",Herland,36,sentence,3915,3979,870:890,You do this also do you not  In a way I said rather lamely,NA
3056,"Gilman, Charlotte Perkins",Herland,37,sentence,3981,4078,891:913,We have not so subtle and highly developed a system as you not approaching it but tell me more,NA
3057,"Gilman, Charlotte Perkins",Herland,38,sentence,4080,4120,914:921,As to the informationhow do you manage,NA
3058,"Gilman, Charlotte Perkins",Herland,39,sentence,4122,4192,922:935,It appears that all of you know pretty much everythingis that right,NA
3059,"Gilman, Charlotte Perkins",Herland,40,sentence,4195,4225,936:940,This she laughingly disclaimed,NA
3060,"Gilman, Charlotte Perkins",Herland,41,sentence,4227,4239,941:945,By no means,NA
3061,"Gilman, Charlotte Perkins",Herland,42,sentence,4241,4302,946:959,We are as you soon found out extremely limited in knowledge,NA
3062,"Gilman, Charlotte Perkins",Herland,43,sentence,4304,4492,960:995,I wish you could realize what a ferment the country is in over the new things you have told us the passionate eagerness among thousands of us to go to your country and learnlearnlearn,NA
3063,"Gilman, Charlotte Perkins",Herland,44,sentence,4494,4578,996:1010,But what we do know is readily divisible into common knowledge and special knowledge,NA
3064,"Gilman, Charlotte Perkins",Herland,45,sentence,4580,4760,1011:1048,The common knowledge we have long since learned to feed into the minds of our little ones with no waste of time or strength the special knowledge is open to all as they desire it,NA
3065,"Gilman, Charlotte Perkins",Herland,46,sentence,4762,4800,1049:1057,Some of us specialize in one line only,NA
3066,"Gilman, Charlotte Perkins",Herland,47,sentence,4802,4875,1058:1073,But most take up severalsome for their regular work some to grow with,NA
3067,"Gilman, Charlotte Perkins",Herland,48,sentence,4878,4899,1074:1082,To grow with  Yes,NA
3068,"Gilman, Charlotte Perkins",Herland,49,sentence,4901,5001,1083:1102,When one settles too close in one kind of work there is a tendency to atrophy in the disused portions,NA
3069,"Gilman, Charlotte Perkins",Herland,1,sentence,1,15,52:56:00,s of the brain,NA
3070,"Gilman, Charlotte Perkins",Herland,2,sentence,17,53,57:66,We like to keep on learning always,NA
3071,"Gilman, Charlotte Perkins",Herland,3,sentence,56,123,67:84,What do you study  As much as we know of the different sciences,NA
3072,"Gilman, Charlotte Perkins",Herland,4,sentence,125,268,85:112,We have within our limits a good deal of knowledge of anatomy physiology nutritionall that pertains to a full and beautiful personal life,NA
3073,"Gilman, Charlotte Perkins",Herland,5,sentence,270,400,113:137,We have our botany and chemistry and so onvery rudimentary but interesting our own history with its accumulating psychology,NA
3074,"Gilman, Charlotte Perkins",Herland,6,sentence,403,473,138:152,You put psychology with historynot with personal life  Of course,NA
3075,"Gilman, Charlotte Perkins",Herland,7,sentence,475,575,153:173,It is ours it is among and between us and it changes with the succeeding and improving generations,NA
3076,"Gilman, Charlotte Perkins",Herland,8,sentence,577,660,174:190,We are at work slowly and carefully developing our whole people along these lines,NA
3077,"Gilman, Charlotte Perkins",Herland,9,sentence,662,691,191:195,It is glorious worksplendid,NA
3078,"Gilman, Charlotte Perkins",Herland,10,sentence,693,845,196:223,To see the thousands of babies improving showing stronger clearer minds sweeter dispositions higher capacitiesdont you find it so in your country,NA
3079,"Gilman, Charlotte Perkins",Herland,11,sentence,848,868,224:228,This I evaded flatly,NA
3080,"Gilman, Charlotte Perkins",Herland,12,sentence,870,1032,229:257,I remembered the cheerless claim that the human mind was no better than in its earliest period of savagery only better informeda statement I had never believed,NA
3081,"Gilman, Charlotte Perkins",Herland,13,sentence,1035,1090,258:270,We try most earnestly for two powers Somel continued,NA
3082,"Gilman, Charlotte Perkins",Herland,14,sentence,1092,1216,271:296,The two that seem to us basically necessary for all noble life a clear farreaching judgment and a strong wellused will,NA
3083,"Gilman, Charlotte Perkins",Herland,15,sentence,1218,1338,297:319,We spend our best efforts all through childhood and youth in developing these faculties individual judgment and will,NA
3084,"Gilman, Charlotte Perkins",Herland,16,sentence,1341,1399,320:335,As part of your system of education you mean  Exactly,NA
3085,"Gilman, Charlotte Perkins",Herland,17,sentence,1401,1426,336:341,As the most valuable part,NA
3086,"Gilman, Charlotte Perkins",Herland,18,sentence,1428,1678,342:394,With the babies as you may have noticed we first provide an environment which feeds the mind without tiring it all manner of simple and interesting things to do as soon as they are old enough to do them physical properties of course come first,NA
3087,"Gilman, Charlotte Perkins",Herland,19,sentence,1680,1826,395:424,But as early as possible going very carefully not to tax the mind we provide choices simple choices with very obvious causes and consequences,NA
3088,"Gilman, Charlotte Perkins",Herland,20,sentence,1828,1853,425:431,Youve noticed the games,NA
3089,"Gilman, Charlotte Perkins",Herland,21,sentence,1856,1861,432:434,I had,NA
3090,"Gilman, Charlotte Perkins",Herland,22,sentence,1863,1972,435:454,The children seemed always playing something or else sometimes engaged in peaceful researches of their own,NA
3091,"Gilman, Charlotte Perkins",Herland,23,sentence,1974,2078,455:475,I had wondered at first when they went to school but soon found that they never didto their knowledge,NA
3092,"Gilman, Charlotte Perkins",Herland,24,sentence,2080,2117,476:483,It was all education but no schooling,NA
3093,"Gilman, Charlotte Perkins",Herland,25,sentence,2120,2237,484:506,We have been working for some sixteen hundred years devising better and better games for children continued Somel,NA
3094,"Gilman, Charlotte Perkins",Herland,26,sentence,2240,2252,507:510,I sat aghast,NA
3095,"Gilman, Charlotte Perkins",Herland,27,sentence,2254,2270,511:515,Devising games,NA
3096,"Gilman, Charlotte Perkins",Herland,28,sentence,2272,2283,516:518,I protested,NA
3097,"Gilman, Charlotte Perkins",Herland,29,sentence,2285,2341,519:535,Making up new ones you mean  Exactly she answered,NA
3098,"Gilman, Charlotte Perkins",Herland,30,sentence,2343,2482,536:566,Dont you  Then I remembered the kindergarten and the material devised by Signora Montessori and guardedly replied To some extent,NA
3099,"Gilman, Charlotte Perkins",Herland,31,sentence,2484,2601,567:594,But most of our games I told her were very oldcame down from child to child along the ages from the remote past,NA
3100,"Gilman, Charlotte Perkins",Herland,32,sentence,2604,2630,595:602,And what is their effect,NA
3101,"Gilman, Charlotte Perkins",Herland,33,sentence,2632,2641,603:605,she asked,NA
3102,"Gilman, Charlotte Perkins",Herland,34,sentence,2643,2696,606:617,Do they develop the faculties you wish to encourage,NA
3103,"Gilman, Charlotte Perkins",Herland,35,sentence,2699,2826,618:645,Again I remembered the claims made by the advocates of sports and again replied guardedly that that was in part the theory,NA
3104,"Gilman, Charlotte Perkins",Herland,36,sentence,2829,2858,646:654,But do the children LIKE it,NA
3105,"Gilman, Charlotte Perkins",Herland,37,sentence,2860,2867,655:657,I asked,NA
3106,"Gilman, Charlotte Perkins",Herland,38,sentence,2869,2920,658:669,Having things made up and set before them that way,NA
3107,"Gilman, Charlotte Perkins",Herland,39,sentence,2922,2995,670:689,Dont they want the old games  You can see the children she answered,NA
3108,"Gilman, Charlotte Perkins",Herland,40,sentence,2997,3563,690:804,Are yours more contentedmore interestedhappier  Then I thought as in truth I never had thought before of the dull bored children I had seen whining What can I do now of the little groups and gangs hanging about of the value of some one strong spirit who possessed initiative and would start something of the childrens parties and the onerous duties of the older people set to amuse the children also of that troubled ocean of misdirected activity we call mischief the foolish destructive sometimes evil things done by unoccupied children,NA
3109,"Gilman, Charlotte Perkins",Herland,41,sentence,3566,3585,805:812,No said I grimly,NA
3110,"Gilman, Charlotte Perkins",Herland,42,sentence,3587,3611,813:821,I dont think they are,NA
3111,"Gilman, Charlotte Perkins",Herland,43,sentence,3614,3943,822:881,The Herland child was born not only into a world carefully prepared full of the most fascinating materials and opportunities to learn but into the society of plentiful numbers of teachers teachers born and trained whose business it was to accompany the children along that to us impossible thingthe royal road to learning,NA
3112,"Gilman, Charlotte Perkins",Herland,44,sentence,3946,3983,882:889,There was no mystery in their methods,NA
3113,"Gilman, Charlotte Perkins",Herland,45,sentence,3985,4051,890:901,Being adapted to children it was at least comprehensible to adults,NA
3114,"Gilman, Charlotte Perkins",Herland,46,sentence,4053,4227,902:938,I spent many days with the little ones sometimes with Ellador sometimes without and began to feel a crushing pity for my own childhood and for all others that I had known,NA
3115,"Gilman, Charlotte Perkins",Herland,47,sentence,4230,4391,939:970,The houses and gardens planned for babies had in them nothing to hurtno stairs no corners no small loose objects to swallow no firejust a babies paradise,NA
3116,"Gilman, Charlotte Perkins",Herland,48,sentence,4393,4551,971:1001,They were taught as rapidly as feasible to use and control their own bodies and never did I see such surefooted steadyhanded clearheaded little things,NA
3117,"Gilman, Charlotte Perkins",Herland,49,sentence,4553,4834,1002:1069,It was a joy to watch a row of toddlers learning to walk not only on a level floor but a little later on a sort of rubber rail raised an inch or two above the soft turf or heavy rugs and falling off with shrieks of infant joy to rush back to the end of the line and try again,NA
3118,"Gilman, Charlotte Perkins",Herland,50,sentence,4836,4917,1070:1086,Surely we have noticed how children love to get up on something and walk along it,NA
3119,"Gilman, Charlotte Perkins",Herland,51,sentence,4919,5001,1087:1100,But we have never thought to provide that simple and inexhaustible form of amusemen,NA
3120,"Gilman, Charlotte Perkins",Herland,1101,entity,2423,2440,NULL,Signora Montessori,person
3121,"Gilman, Charlotte Perkins",Herland,1,sentence,1,40,53:60,nt and physical education for the young,NA
3122,"Gilman, Charlotte Perkins",Herland,2,sentence,43,108,61:75,Water they had of course and could swim even before they walked,NA
3123,"Gilman, Charlotte Perkins",Herland,3,sentence,110,336,76:117,If I feared at first the effects of a too intensive system of culture that fear was dissipated by seeing the long sunny days of pure physical merriment and natural sleep in which these heavenly babies passed their first years,NA
3124,"Gilman, Charlotte Perkins",Herland,4,sentence,338,378,118:125,They never knew they were being educated,NA
3125,"Gilman, Charlotte Perkins",Herland,5,sentence,380,580,126:159,They did not dream that in this association of hilarious experiment and achievement they were laying the foundation for that close beautiful group feeling into which they grew so firmly with the years,NA
3126,"Gilman, Charlotte Perkins",Herland,6,sentence,582,616,160:165,This was education for citizenship,NA
3127,"Gilman, Charlotte Perkins",Herland,7,sentence,622,632,166:168,CHAPTER 10,NA
3128,"Gilman, Charlotte Perkins",Herland,8,sentence,634,834,169:208,Their Religions and Our Marriages   It took me a long time as a man a foreigner and a species of ChristianI was that as much as anythingto get any clear understanding of the religion of Herland,NA
3129,"Gilman, Charlotte Perkins",Herland,9,sentence,837,977,209:238,Its deification of motherhood was obvious enough but there was far more to it than that or at least than my first interpretation of that,NA
3130,"Gilman, Charlotte Perkins",Herland,10,sentence,980,1201,239:285,I think it was only as I grew to love Ellador more than I believed anyone could love anybody as I grew faintly to appreciate her inner attitude and state of mind that I began to get some glimpses of this faith of theirs,NA
3131,"Gilman, Charlotte Perkins",Herland,11,sentence,1204,1329,286:314,When I asked her about it she tried at first to tell me and then seeing me flounder asked for more information about ours,NA
3132,"Gilman, Charlotte Perkins",Herland,12,sentence,1331,1418,315:334,She soon found that we had many that they varied widely but had some points in common,NA
3133,"Gilman, Charlotte Perkins",Herland,13,sentence,1420,1512,335:351,A clear methodical luminous mind had my Ellador not only reasonable but swiftly perceptive,NA
3134,"Gilman, Charlotte Perkins",Herland,14,sentence,1515,1760,352:402,She made a sort of chart superimposing the different religions as I described them with a pin run through them all as it were their common basis being a Dominant Power or Powers and some Special Behavior mostly taboos to please or placate,NA
3135,"Gilman, Charlotte Perkins",Herland,15,sentence,1762,1928,403:436,There were some common features in certain groups of religions but the one always present was this Power and the things which must be done or not done because of it,NA
3136,"Gilman, Charlotte Perkins",Herland,16,sentence,1930,2164,437:481,It was not hard to trace our human imagery of the Divine Force up through successive stages of bloodthirsty sensual proud and cruel gods of early times to the conception of a Common Father with its corollary of a Common Brotherhood,NA
3137,"Gilman, Charlotte Perkins",Herland,17,sentence,2167,2355,482:522,This pleased her very much and when I expatiated on the Omniscience Omnipotence Omnipresence and so on of our God and of the loving kindness taught by his Son she was much impressed,NA
3138,"Gilman, Charlotte Perkins",Herland,18,sentence,2358,2522,523:556,The story of the Virgin birth naturally did not astonish her but she was greatly puzzled by the Sacrifice and still more by the Devil and the theory of Damnation,NA
3139,"Gilman, Charlotte Perkins",Herland,19,sentence,2525,2658,557:578,When in an inadvertent moment I said that certain sects had believed in infant damnationand explained itshe sat very still indeed,NA
3140,"Gilman, Charlotte Perkins",Herland,20,sentence,2661,2738,579:595,They believed that God was Loveand Wisdomand Power  Yesall of that,NA
3141,"Gilman, Charlotte Perkins",Herland,21,sentence,2741,2783,596:605,Her eyes grew large her face ghastly pale,NA
3142,"Gilman, Charlotte Perkins",Herland,22,sentence,2786,2861,606:622,And yet that such a God could put little new babies to burnfor eternity,NA
3143,"Gilman, Charlotte Perkins",Herland,23,sentence,2863,2947,623:639,She fell into a sudden shuddering and left me running swiftly to the nearest temple,NA
3144,"Gilman, Charlotte Perkins",Herland,24,sentence,2950,3171,640:685,Every smallest village had its temple and in those gracious retreats sat wise and noble women quietly busy at some work of their own until they were wanted always ready to give comfort light or help to any applicant,NA
3145,"Gilman, Charlotte Perkins",Herland,25,sentence,3174,3301,686:710,Ellador told me afterward how easily this grief of hers was assuaged and seemed ashamed of not having helped herself out of it,NA
3146,"Gilman, Charlotte Perkins",Herland,26,sentence,3304,3405,711:733,You see we are not accustomed to horrible ideas she said coming back to me rather apologetically,NA
3147,"Gilman, Charlotte Perkins",Herland,27,sentence,3407,3422,734:739,We havent any,NA
3148,"Gilman, Charlotte Perkins",Herland,28,sentence,3424,3516,740:761,And when we get a thing like that into our minds its likeoh like red pepper in your eyes,NA
3149,"Gilman, Charlotte Perkins",Herland,29,sentence,3518,3620,762:787,So I just ran to her blinded and almost screaming and she took it out so quicklyso easily  How,NA
3150,"Gilman, Charlotte Perkins",Herland,30,sentence,3622,3643,788:793,I asked very curious,NA
3151,"Gilman, Charlotte Perkins",Herland,31,sentence,3646,3720,794:813,Why you blessed child she said youve got the wrong idea altogether,NA
3152,"Gilman, Charlotte Perkins",Herland,32,sentence,3722,3795,814:830,You do not have to think that there ever was such a Godfor there wasnt,NA
3153,"Gilman, Charlotte Perkins",Herland,33,sentence,3797,3834,831:838,Or such a happeningfor there wasnt,NA
3154,"Gilman, Charlotte Perkins",Herland,34,sentence,3836,3897,839:850,Nor even that this hideous false idea was believed by anybody,NA
3155,"Gilman, Charlotte Perkins",Herland,35,sentence,3899,4007,851:867,But only thisthat people who are utterly ignorant will believe anythingwhich you certainly knew before,NA
3156,"Gilman, Charlotte Perkins",Herland,36,sentence,4010,4088,868:888,Anyhow pursued Ellador she turned pale for a minute when I first said it,NA
3157,"Gilman, Charlotte Perkins",Herland,37,sentence,4091,4114,889:895,This was a lesson to me,NA
3158,"Gilman, Charlotte Perkins",Herland,38,sentence,4116,4217,896:913,No wonder this whole nation of women was peaceful and sweet in expressionthey had no horrible ideas,NA
3159,"Gilman, Charlotte Perkins",Herland,39,sentence,4220,4269,914:926,Surely you had some when you began I suggested,NA
3160,"Gilman, Charlotte Perkins",Herland,40,sentence,4272,4290,927:934,Oh yes no doubt,NA
3161,"Gilman, Charlotte Perkins",Herland,41,sentence,4292,4374,935:955,But as soon as our religion grew to any height at all we left them out of course,NA
3162,"Gilman, Charlotte Perkins",Herland,42,sentence,4377,4456,956:975,From this as from many other things I grew to see what I finally put in words,NA
3163,"Gilman, Charlotte Perkins",Herland,43,sentence,4459,4492,976:984,Have you no respect for the past,NA
3164,"Gilman, Charlotte Perkins",Herland,44,sentence,4494,4548,985:995,For what was thought and believed by your foremothers,NA
3165,"Gilman, Charlotte Perkins",Herland,45,sentence,4551,4570,996:1004,Why no she said,NA
3166,"Gilman, Charlotte Perkins",Herland,46,sentence,4572,4586,1005:1009,Why should we,NA
3167,"Gilman, Charlotte Perkins",Herland,47,sentence,4588,4605,1010:1014,They are all gone,NA
3168,"Gilman, Charlotte Perkins",Herland,48,sentence,4607,4632,1015:1021,They knew less than we do,NA
3169,"Gilman, Charlotte Perkins",Herland,49,sentence,4634,4737,1022:1044,If we are not beyond them we are unworthy of themand unworthy of the children who must go beyond us,NA
3170,"Gilman, Charlotte Perkins",Herland,50,sentence,4740,4776,1045:1052,This set me thinking in good earnest,NA
3171,"Gilman, Charlotte Perkins",Herland,51,sentence,4778,4879,1053:1069,I had always imaginedsimply from hearing it said I supposethat women were by nature conservative,NA
3172,"Gilman, Charlotte Perkins",Herland,52,sentence,4881,5001,1070:1091,Yet these women quite unassisted by any masculine spirit of enterprise had ignored their past and built daringly for th,NA
3173,"Gilman, Charlotte Perkins",Herland,1092,entity,1690,1695,NULL,Powers,person
3174,"Gilman, Charlotte Perkins",Herland,1093,entity,827,833,NULL,Herland,location
3175,"Gilman, Charlotte Perkins",Herland,1094,entity,2488,2492,NULL,Devil,location
3176,"Gilman, Charlotte Perkins",Herland,1,sentence,1,10,65:67,he future,NA
3177,"Gilman, Charlotte Perkins",Herland,2,sentence,13,37,68:72,Ellador watched me think,NA
3178,"Gilman, Charlotte Perkins",Herland,3,sentence,39,98,73:86,She seemed to know pretty much what was going on in my mind,NA
3179,"Gilman, Charlotte Perkins",Herland,4,sentence,101,147,87:100,Its because we began in a new way I suppose,NA
3180,"Gilman, Charlotte Perkins",Herland,5,sentence,149,263,101:124,All our folks were swept away at once and then after that time of despair came those wonder childrenthe first,NA
3181,"Gilman, Charlotte Perkins",Herland,6,sentence,265,354,125:141,And then the whole breathless hope of us was for THEIR childrenif they should have them,NA
3182,"Gilman, Charlotte Perkins",Herland,7,sentence,356,368,142:145,And they did,NA
3183,"Gilman, Charlotte Perkins",Herland,8,sentence,370,548,146:184,Then there was the period of pride and triumph till we grew too numerous and after that when it all came down to one child apiece we began to really workto make better ones,NA
3184,"Gilman, Charlotte Perkins",Herland,9,sentence,551,625,185:200,But how does this account for such a radical difference in your religion,NA
3185,"Gilman, Charlotte Perkins",Herland,10,sentence,627,638,201:203,I persisted,NA
3186,"Gilman, Charlotte Perkins",Herland,11,sentence,641,786,204:229,She said she couldnt talk about the difference very intelligently not being familiar with other religions but that theirs seemed simple enough,NA
3187,"Gilman, Charlotte Perkins",Herland,12,sentence,788,891,230:246,Their great Mother Spirit was to them what their own motherhood wasonly magnified beyond human limits,NA
3188,"Gilman, Charlotte Perkins",Herland,13,sentence,893,1077,247:278,That meant that they felt beneath and behind them an upholding unfailing serviceable loveperhaps it was really the accumulated motherlove of the race they feltbut it was a Power,NA
3189,"Gilman, Charlotte Perkins",Herland,14,sentence,1080,1117,279:288,Just what is your theory of worship,NA
3190,"Gilman, Charlotte Perkins",Herland,15,sentence,1119,1130,289:292,I asked her,NA
3191,"Gilman, Charlotte Perkins",Herland,16,sentence,1133,1141,293:295,Worship,NA
3192,"Gilman, Charlotte Perkins",Herland,17,sentence,1143,1156,296:300,What is that,NA
3193,"Gilman, Charlotte Perkins",Herland,18,sentence,1159,1201,301:308,I found it singularly difficult to explain,NA
3194,"Gilman, Charlotte Perkins",Herland,19,sentence,1203,1326,309:334,This Divine Love which they felt so strongly did not seem to ask anything of themany more than our mothers do she said,NA
3195,"Gilman, Charlotte Perkins",Herland,20,sentence,1329,1398,335:349,But surely your mothers expect honor reverence obedience from you,NA
