,author,title,type,start,end,words,kind
1108,"Gilman, Charlotte Perkins",Herland,sentence,3580,3624,We cant fight them of course Jeff urged,NA
1109,"Gilman, Charlotte Perkins",Herland,sentence,3626,3728,Theyre all women in spite of their nondescript clothes nice women too good strong sensible faces,NA
1110,"Gilman, Charlotte Perkins",Herland,sentence,3730,3758,I guess well have to go in,NA
1111,"Gilman, Charlotte Perkins",Herland,sentence,3761,3806,We may never get out if we do I told them,NA
1112,"Gilman, Charlotte Perkins",Herland,sentence,3808,3869,Strong and sensible yes but Im not so sure about the good,NA
1113,"Gilman, Charlotte Perkins",Herland,sentence,3871,3891,Look at those faces,NA
1114,"Gilman, Charlotte Perkins",Herland,sentence,3894,3995,They had stood at ease waiting while we conferred together but never relaxing their close attention,NA
1115,"Gilman, Charlotte Perkins",Herland,sentence,3998,4098,Their attitude was not the rigid discipline of soldiers there was no sense of compulsion about them,NA
1116,"Gilman, Charlotte Perkins",Herland,sentence,4100,4162,Terrys term of a vigilance committee was highly descriptive,NA
1117,"Gilman, Charlotte Perkins",Herland,sentence,4164,4318,They had just the aspect of sturdy burghers gathered hastily to meet some common need or peril all moved by precisely the same feelings to the same end,NA
1118,"Gilman, Charlotte Perkins",Herland,sentence,4321,4387,Never anywhere before had I seen women of precisely this quality,NA
1119,"Gilman, Charlotte Perkins",Herland,sentence,4389,4472,Fishwives and market women might show similar strength but it was coarse and heavy,NA
1120,"Gilman, Charlotte Perkins",Herland,sentence,4474,4520,These were merely athleticlight and powerful,NA
1121,"Gilman, Charlotte Perkins",Herland,sentence,4522,4705,College professors teachers writersmany women showed similar intelligence but often wore a strained nervous look while these were as calm as cows for all their evident intellect,NA
1122,"Gilman, Charlotte Perkins",Herland,sentence,4708,4793,We observed pretty closely just then for all of us felt that it was a crucial moment,NA
1123,"Gilman, Charlotte Perkins",Herland,sentence,4796,4897,The leader gave some word of command and beckoned us on and the surrounding mass moved a step nearer,NA
1124,"Gilman, Charlotte Perkins",Herland,sentence,4900,4939,Weve got to decide quick said Terry,NA
1125,"Gilman, Charlotte Perkins",Herland,sentence,4942,4971,I vote to go in Jeff urged,NA
1126,"Gilman, Charlotte Perkins",Herland,sentence,4973,5001,But we were two to one agains,NA
1127,"Gilman, Charlotte Perkins",Herland,entity,1251,1255,Terry,person
1128,"Gilman, Charlotte Perkins",Herland,entity,3458,3462,Terry,person
1129,"Gilman, Charlotte Perkins",Herland,entity,3614,3617,Jeff,person
1130,"Gilman, Charlotte Perkins",Herland,entity,4934,4938,Terry,person
1131,"Gilman, Charlotte Perkins",Herland,entity,4961,4964,Jeff,person
1132,"Gilman, Charlotte Perkins",Herland,sentence,1,34,st him and he loyally stood by us,NA
1133,"Gilman, Charlotte Perkins",Herland,sentence,36,99,We made one more effort to be let go urgent but not imploring,NA
1134,"Gilman, Charlotte Perkins",Herland,sentence,101,108,In vain,NA
1135,"Gilman, Charlotte Perkins",Herland,sentence,111,145,Now for a rush boys Terry said,NA
1136,"Gilman, Charlotte Perkins",Herland,sentence,147,197,And if we cant break em Ill shoot in the air,NA
1137,"Gilman, Charlotte Perkins",Herland,sentence,200,346,Then we found ourselves much in the position of the suffragette trying to get to the Parliament buildings through a triple cordon of London police,NA
1138,"Gilman, Charlotte Perkins",Herland,sentence,349,398,The solidity of those women was something amazing,NA
1139,"Gilman, Charlotte Perkins",Herland,sentence,400,508,Terry soon found that it was useless tore himself loose for a moment pulled his revolver and fired upward,NA
1140,"Gilman, Charlotte Perkins",Herland,sentence,510,564,As they caught at it he fired againwe heard a cry,NA
1141,"Gilman, Charlotte Perkins",Herland,sentence,567,765,Instantly each of us was seized by five women each holding arm or leg or head we were lifted like children straddling helpless children and borne onward wriggling indeed but most ineffectually,NA
1142,"Gilman, Charlotte Perkins",Herland,sentence,768,874,We were borne inside struggling manfully but held secure most womanfully in spite of our best endeavors,NA
1143,"Gilman, Charlotte Perkins",Herland,sentence,877,1039,So carried and so held we came into a high inner hall gray and bare and were brought before a majestic grayhaired woman who seemed to hold a judicial position,NA
1144,"Gilman, Charlotte Perkins",Herland,sentence,1042,1238,There was some talk not much among them and then suddenly there fell upon each of us at once a firm hand holding a wetted cloth before mouth and nosean order of swimming sweetnessanesthesia,NA
1145,"Gilman, Charlotte Perkins",Herland,sentence,1244,1373,CHAPTER 3 A Peculiar Imprisonment   From a slumber as deep as death as refreshing as that of a healthy child I slowly awakened,NA
1146,"Gilman, Charlotte Perkins",Herland,sentence,1376,1481,It was like rising up up up through a deep warm ocean nearer and nearer to full light and stirring air,NA
1147,"Gilman, Charlotte Perkins",Herland,sentence,1483,1548,Or like the return to consciousness after concussion of the brain,NA
1148,"Gilman, Charlotte Perkins",Herland,sentence,1550,1748,I was once thrown from a horse while on a visit to a wild mountainous country quite new to me and I can clearly remember the mental experience of coming back to life through lifting veils of dream,NA
1149,"Gilman, Charlotte Perkins",Herland,sentence,1750,1942,When I first dimly heard the voices of those about me and saw the shining snowpeaks of that mighty range I assumed that this too would pass and I should presently find myself in my own home,NA
1150,"Gilman, Charlotte Perkins",Herland,sentence,1945,2232,That was precisely the experience of this awakening receding waves of halfcaught swirling vision memories of home the steamer the boat the airship the forestat last all sinking away one after another till my eyes were wide open my brain clear and I realized what had happened,NA
1151,"Gilman, Charlotte Perkins",Herland,sentence,2235,2296,The most prominent sensation was of absolute physical comfort,NA
1152,"Gilman, Charlotte Perkins",Herland,sentence,2298,2472,I was lying in a perfect bed long broad smooth firmly soft and level with the finest linen some warm light quilt of blanket and a counterpane that was a joy to the eye,NA
1153,"Gilman, Charlotte Perkins",Herland,sentence,2474,2591,The sheet turned down some fifteen inches yet I could stretch my feet at the foot of the bed free but warmly covered,NA
1154,"Gilman, Charlotte Perkins",Herland,sentence,2594,2638,I felt as light and clean as a white feather,NA
1155,"Gilman, Charlotte Perkins",Herland,sentence,2640,2788,It took me some time to conscientiously locate my arms and legs to feel the vivid sense of life radiate from the wakening center to the extremities,NA
1156,"Gilman, Charlotte Perkins",Herland,sentence,2791,2996,A big room high and wide with many lofty windows whose closed blinds let through soft greenlit air a beautiful room in proportion in color in smooth simplicity a scent of blossoming gardens outside,NA
1157,"Gilman, Charlotte Perkins",Herland,sentence,2999,3119,I lay perfectly still quite happy quite conscious and yet not actively realizing what had happened till I heard Terry,NA
1158,"Gilman, Charlotte Perkins",Herland,sentence,3122,3146,Gosh was what he said,NA
1159,"Gilman, Charlotte Perkins",Herland,sentence,3149,3165,I turned my head,NA
1160,"Gilman, Charlotte Perkins",Herland,sentence,3167,3233,There were three beds in this chamber and plenty of room for them,NA
1161,"Gilman, Charlotte Perkins",Herland,sentence,3236,3290,Terry was sitting up looking about him alert as ever,NA
1162,"Gilman, Charlotte Perkins",Herland,sentence,3292,3337,His remark though not loud roused Jeff also,NA
1163,"Gilman, Charlotte Perkins",Herland,sentence,3339,3352,We all sat up,NA
1164,"Gilman, Charlotte Perkins",Herland,sentence,3355,3424,Terry swung his legs out of bed stood up stretched himself mightily,NA
1165,"Gilman, Charlotte Perkins",Herland,sentence,3426,3540,He was in a long nightrobe a sort of seamless garment undoubtedly comfortablewe all found ourselves so covered,NA
1166,"Gilman, Charlotte Perkins",Herland,sentence,3542,3640,Shoes were beside each bed also quite comfortable and goodlooking though by no means like our own,NA
1167,"Gilman, Charlotte Perkins",Herland,sentence,3643,3745,We looked for our clothesthey were not there nor anything of all the varied contents of our pockets,NA
1168,"Gilman, Charlotte Perkins",Herland,sentence,3748,4002,A door stood somewhat ajar it opened into a most attractive bathroom copiously provided with towels soap mirrors and all such convenient comforts with indeed our toothbrushes and combs our notebooks and thank goodness our watchesbut no clothes,NA
1169,"Gilman, Charlotte Perkins",Herland,sentence,4005,4120,Then we made a search of the big room again and found a large airy closet holding plenty of clothing but not ours,NA
1170,"Gilman, Charlotte Perkins",Herland,sentence,4123,4157,A council of war demanded Terry,NA
1171,"Gilman, Charlotte Perkins",Herland,sentence,4159,4207,Come on back to bedthe beds all right anyhow,NA
1172,"Gilman, Charlotte Perkins",Herland,sentence,4209,4282,Now then my scientific friend let us consider our case dispassionately,NA
1173,"Gilman, Charlotte Perkins",Herland,sentence,4285,4328,He meant me but Jeff seemed most impressed,NA
1174,"Gilman, Charlotte Perkins",Herland,sentence,4331,4375,They havent hurt us in the least he said,NA
1175,"Gilman, Charlotte Perkins",Herland,sentence,4377,4457,They could have killed usoror anythingand I never felt better in my life,NA
1176,"Gilman, Charlotte Perkins",Herland,sentence,4460,4533,That argues that they are all women I suggested and highly civilized,NA
1177,"Gilman, Charlotte Perkins",Herland,sentence,4535,4623,You know you hit one in the last scrimmageI heard her sing outand we kicked awfully,NA
1178,"Gilman, Charlotte Perkins",Herland,sentence,4626,4650,Terry was grinning at us,NA
1179,"Gilman, Charlotte Perkins",Herland,sentence,4652,4726,So you realize what these ladies have done to us he pleasantly inquired,NA
1180,"Gilman, Charlotte Perkins",Herland,sentence,4728,4800,They have taken away all our possessions all our clothesevery stitch,NA
1181,"Gilman, Charlotte Perkins",Herland,sentence,4802,4912,We have been stripped and washed and put to bed like so many yearling babiesby these highly civilized women,NA
1182,"Gilman, Charlotte Perkins",Herland,sentence,4915,4936,Jeff actually blushed,NA
1183,"Gilman, Charlotte Perkins",Herland,sentence,4938,4965,He had a poetic imagination,NA
1184,"Gilman, Charlotte Perkins",Herland,sentence,4967,5001,Terry had imagination enough of a ,NA
1185,"Gilman, Charlotte Perkins",Herland,entity,135,139,Terry,person
1186,"Gilman, Charlotte Perkins",Herland,entity,3236,3240,Terry,person
1187,"Gilman, Charlotte Perkins",Herland,entity,3328,3331,Jeff,person
1188,"Gilman, Charlotte Perkins",Herland,entity,4302,4305,Jeff,person
1189,"Gilman, Charlotte Perkins",Herland,entity,4626,4630,Terry,person
1190,"Gilman, Charlotte Perkins",Herland,entity,4967,4971,Terry,person
1191,"Gilman, Charlotte Perkins",Herland,entity,333,338,London,location
1192,"Gilman, Charlotte Perkins",Herland,sentence,2,16,different kind,NA
1193,"Gilman, Charlotte Perkins",Herland,sentence,18,42,So had I also different,NA
1194,"Gilman, Charlotte Perkins",Herland,sentence,44,154,I always flattered myself I had the scientific imagination which incidentally I considered the highest sort,NA
1195,"Gilman, Charlotte Perkins",Herland,sentence,156,254,One has a right to a certain amount of egotism if founded on factand kept to ones selfI think,NA
1196,"Gilman, Charlotte Perkins",Herland,sentence,257,287,No use kicking boys I said,NA
1197,"Gilman, Charlotte Perkins",Herland,sentence,289,347,Theyve got us and apparently theyre perfectly harmless,NA
1198,"Gilman, Charlotte Perkins",Herland,sentence,349,427,It remains for us to cook up some plan of escape like any other bottled heroes,NA
1199,"Gilman, Charlotte Perkins",Herland,sentence,429,490,Meanwhile weve got to put on these clothesHobsons choice,NA
1200,"Gilman, Charlotte Perkins",Herland,sentence,493,628,The garments were simple in the extreme and absolutely comfortable physically though of course we all felt like supes in the theater,NA
1201,"Gilman, Charlotte Perkins",Herland,sentence,630,931,There was a onepiece cotton undergarment thin and soft that reached over the knees and shoulders something like the onepiece pajamas some fellows wear and a kind of halfhose that came up to just under the knee and stayed therehad elastic tops of their own and covered the edges of the first,NA
1202,"Gilman, Charlotte Perkins",Herland,sentence,934,1117,Then there was a thicker variety of union suit a lot of them in the closet of varying weights and somewhat sturdier materialevidently they would do at a pinch with nothing further,NA
1203,"Gilman, Charlotte Perkins",Herland,sentence,1119,1175,Then there were tunics kneelength and some long robes,NA
1204,"Gilman, Charlotte Perkins",Herland,sentence,1177,1208,Needless to say we took tunics,NA
1205,"Gilman, Charlotte Perkins",Herland,sentence,1211,1249,We bathed and dressed quite cheerfully,NA
1206,"Gilman, Charlotte Perkins",Herland,sentence,1252,1314,Not half bad said Terry surveying himself in a long mirror,NA
1207,"Gilman, Charlotte Perkins",Herland,sentence,1316,1478,His hair was somewhat longer than when we left the last barber and the hats provided were much like those seen on the prince in the fairy tale lacking the plume,NA
1208,"Gilman, Charlotte Perkins",Herland,sentence,1481,1671,The costume was similar to that which we had seen on all the women though some of them those working in the fields glimpsed by our glasses when we first flew over wore only the first two,NA
1209,"Gilman, Charlotte Perkins",Herland,sentence,1674,1801,I settled my shoulders and stretched my arms remarking They have worked out a mighty sensible dress Ill say that for them,NA
1210,"Gilman, Charlotte Perkins",Herland,sentence,1803,1827,With which we all agreed,NA
1211,"Gilman, Charlotte Perkins",Herland,sentence,1830,1987,Now then Terry proclaimed weve had a fine long sleepweve had a good bathwere clothed and in our right minds though feeling like a lot of neuters,NA
1212,"Gilman, Charlotte Perkins",Herland,sentence,1989,2067,Do you think these highly civilized ladies are going to give us any breakfast,NA
1213,"Gilman, Charlotte Perkins",Herland,sentence,2070,2118,Of course they will Jeff asserted confidently,NA
1214,"Gilman, Charlotte Perkins",Herland,sentence,2120,2181,If they had meant to kill us they would have done it before,NA
1215,"Gilman, Charlotte Perkins",Herland,sentence,2183,2230,I believe we are going to be treated as guests,NA
1216,"Gilman, Charlotte Perkins",Herland,sentence,2233,2276,Hailed as deliverers I think said Terry,NA
1217,"Gilman, Charlotte Perkins",Herland,sentence,2279,2316,Studied as curiosities I told them,NA
1218,"Gilman, Charlotte Perkins",Herland,sentence,2318,2343,But anyhow we want food,NA
1219,"Gilman, Charlotte Perkins",Herland,sentence,2345,2365,So now for a sortie,NA
1220,"Gilman, Charlotte Perkins",Herland,sentence,2368,2392,A sortie was not so easy,NA
1221,"Gilman, Charlotte Perkins",Herland,sentence,2395,2503,The bathroom only opened into our chamber and that had but one outlet a big heavy door which was fastened,NA
1222,"Gilman, Charlotte Perkins",Herland,sentence,2506,2517,We listened,NA
1223,"Gilman, Charlotte Perkins",Herland,sentence,2520,2561,Theres someone outside Jeff suggested,NA
1224,"Gilman, Charlotte Perkins",Herland,sentence,2563,2576,Lets knock,NA
1225,"Gilman, Charlotte Perkins",Herland,sentence,2579,2619,So we knocked whereupon the door opened,NA
1226,"Gilman, Charlotte Perkins",Herland,sentence,2622,2767,Outside was another large room furnished with a great table at one end long benches or couches against the wall some smaller tables and chairs,NA
1227,"Gilman, Charlotte Perkins",Herland,sentence,2769,2873,All these were solid strong simple in structure and comfortable in usealso incidentally beautiful,NA
1228,"Gilman, Charlotte Perkins",Herland,sentence,2876,2978,This room was occupied by a number of women eighteen to be exact some of whom we distinctly recalled,NA
1229,"Gilman, Charlotte Perkins",Herland,sentence,2981,3013,Terry heaved a disappointed sigh,NA
1230,"Gilman, Charlotte Perkins",Herland,sentence,3015,3029,The Colonels,NA
1231,"Gilman, Charlotte Perkins",Herland,sentence,3031,3058,I heard him whisper to Jeff,NA
1232,"Gilman, Charlotte Perkins",Herland,sentence,3061,3184,Jeff however advanced and bowed in his best manner so did we all and we were saluted civilly by the tallstanding women,NA
1233,"Gilman, Charlotte Perkins",Herland,sentence,3187,3328,We had no need to make pathetic pantomime of hunger the smaller tables were already laid with food and we were gravely invited to be seated,NA
1234,"Gilman, Charlotte Perkins",Herland,sentence,3330,3496,The tables were set for two each of us found ourselves placed visavis with one of our hosts and each table had five other stalwarts nearby unobtrusively watching,NA
1235,"Gilman, Charlotte Perkins",Herland,sentence,3498,3547,We had plenty of time to get tired of those women,NA
1236,"Gilman, Charlotte Perkins",Herland,sentence,3550,3630,The breakfast was not profuse but sufficient in amount and excellent in quality,NA
1237,"Gilman, Charlotte Perkins",Herland,sentence,3632,3832,We were all too good travelers to object to novelty and this repast with its new but delicious fruit its dish of large richflavored nuts and its highly satisfactory little cakes was most agreeable,NA
1238,"Gilman, Charlotte Perkins",Herland,sentence,3834,3934,There was water to drink and a hot beverage of a most pleasing quality some preparation like cocoa,NA
1239,"Gilman, Charlotte Perkins",Herland,sentence,3937,4028,And then and there willynilly before we had satisfied our appetites our education began,NA
1240,"Gilman, Charlotte Perkins",Herland,sentence,4031,4177,By each of our plates lay a little book a real printed book though different from ours both in paper and binding as well of course as in type,NA
1241,"Gilman, Charlotte Perkins",Herland,sentence,4179,4205,We examined them curiously,NA
1242,"Gilman, Charlotte Perkins",Herland,sentence,4208,4243,Shades of Sauveur muttered Terry,NA
1243,"Gilman, Charlotte Perkins",Herland,sentence,4245,4274,Were to learn the language,NA
1244,"Gilman, Charlotte Perkins",Herland,sentence,4277,4354,We were indeed to learn the language and not only that but to teach our own,NA
1245,"Gilman, Charlotte Perkins",Herland,sentence,4356,4580,There were blank books with parallel columns neatly ruled evidently prepared for the occasion and in these as fast as we learned and wrote down the name of anything we were urged to write our own name for it by its side,NA
1246,"Gilman, Charlotte Perkins",Herland,sentence,4583,4867,The book we had to study was evidently a schoolbook one in which children learned to read and we judged from this and from their frequent consultation as to methods that they had had no previous experience in the art of teaching foreigners their language or of learning any other,NA
1247,"Gilman, Charlotte Perkins",Herland,sentence,4870,4947,On the other hand what they lacked in experience they made up for in genius,NA
1248,"Gilman, Charlotte Perkins",Herland,sentence,4949,5001,Such subtle understanding such instant recognition o,NA
1249,"Gilman, Charlotte Perkins",Herland,entity,1273,1277,Terry,person
1250,"Gilman, Charlotte Perkins",Herland,entity,2093,2096,Jeff,person
1251,"Gilman, Charlotte Perkins",Herland,entity,2271,2275,Terry,person
1252,"Gilman, Charlotte Perkins",Herland,entity,2547,2550,Jeff,person
1253,"Gilman, Charlotte Perkins",Herland,sentence,1,80,of our difficulties and readiness to meet them were a constant surprise to us,NA
1254,"Gilman, Charlotte Perkins",Herland,sentence,83,130,Of course we were willing to meet them halfway,NA
1255,"Gilman, Charlotte Perkins",Herland,sentence,132,256,It was wholly to our advantage to be able to understand and speak with them and as to refusing to teach themwhy should we,NA
1256,"Gilman, Charlotte Perkins",Herland,sentence,258,307,Later on we did try open rebellion but only once,NA
1257,"Gilman, Charlotte Perkins",Herland,sentence,310,550,That first meal was pleasant enough each of us quietly studying his companion Jeff with sincere admiration Terry with that highly technical look of his as of a past masterlike a lion tamer a serpent charmer or some such professional,NA
1258,"Gilman, Charlotte Perkins",Herland,sentence,552,585,I myself was intensely interested,NA
1259,"Gilman, Charlotte Perkins",Herland,sentence,588,671,It was evident that those sets of five were there to check any outbreak on our part,NA
1260,"Gilman, Charlotte Perkins",Herland,sentence,673,844,We had no weapons and if we did try to do any damage with a chair say why five to one was too many for us even if they were women that we had found out to our sorrow,NA
1261,"Gilman, Charlotte Perkins",Herland,sentence,846,920,It was not pleasant having them always around but we soon got used to it,NA
1262,"Gilman, Charlotte Perkins",Herland,sentence,923,1030,Its better than being physically restrained ourselves Jeff philosophically suggested when we were alone,NA
1263,"Gilman, Charlotte Perkins",Herland,sentence,1032,1135,Theyve given us a roomwith no great possibility of escapeand personal libertyheavily chaperoned,NA
1264,"Gilman, Charlotte Perkins",Herland,sentence,1137,1200,Its better than wed have been likely to get in a mancountry,NA
1265,"Gilman, Charlotte Perkins",Herland,sentence,1203,1215,ManCountry,NA
1266,"Gilman, Charlotte Perkins",Herland,sentence,1217,1274,Do you really believe there are no men here you innocent,NA
1267,"Gilman, Charlotte Perkins",Herland,sentence,1276,1321,Dont you know there must be demanded Terry,NA
1268,"Gilman, Charlotte Perkins",Herland,sentence,1324,1345,Yees Jeff agreed,NA
1269,"Gilman, Charlotte Perkins",Herland,sentence,1347,1385,Of courseand yet  And yetwhat,NA
1270,"Gilman, Charlotte Perkins",Herland,sentence,1387,1534,Come you obdurate sentimentalistwhat are you thinking about  They may have some peculiar division of labor weve never heard of I suggested,NA
1271,"Gilman, Charlotte Perkins",Herland,sentence,1536,1634,The men may live in separate towns or they may have subdued themsomehowand keep them shut up,NA
1272,"Gilman, Charlotte Perkins",Herland,sentence,1636,1659,But there must be some,NA
1273,"Gilman, Charlotte Perkins",Herland,sentence,1662,1729,That last suggestion of yours is a nice one Van Terry protested,NA
1274,"Gilman, Charlotte Perkins",Herland,sentence,1731,1795,Same as theyve got us subdued and shut up you make me shiver,NA
1275,"Gilman, Charlotte Perkins",Herland,sentence,1798,1850,Well figure it out for yourself anyway you please,NA
1276,"Gilman, Charlotte Perkins",Herland,sentence,1852,1966,We saw plenty of kids the first day and weve seen those girls  Real girls Terry agreed in immense relief,NA
1277,"Gilman, Charlotte Perkins",Herland,sentence,1968,1991,Glad you mentioned em,NA
1278,"Gilman, Charlotte Perkins",Herland,sentence,1993,2095,I declare if I thought there was nothing in the country but those grenadiers Id jump out the window,NA
1279,"Gilman, Charlotte Perkins",Herland,sentence,2098,2154,Speaking of windows I suggested lets examine ours,NA
1280,"Gilman, Charlotte Perkins",Herland,sentence,2157,2189,We looked out of all the windows,NA
1281,"Gilman, Charlotte Perkins",Herland,sentence,2191,2283,The blinds opened easily enough and there were no bars but the prospect was not reassuring,NA
1282,"Gilman, Charlotte Perkins",Herland,sentence,2286,2359,This was not the pinkwalled town we had so rashly entered the day before,NA
1283,"Gilman, Charlotte Perkins",Herland,sentence,2361,2461,Our chamber was high up in a projecting wing of a sort of castle built out on a steep spur of rock,NA
1284,"Gilman, Charlotte Perkins",Herland,sentence,2463,2623,Immediately below us were gardens fruitful and fragrant but their high walls followed the edge of the cliff which dropped sheer down we could not see how far,NA
1285,"Gilman, Charlotte Perkins",Herland,sentence,2625,2681,The distant sound of water suggested a river at the foot,NA
1286,"Gilman, Charlotte Perkins",Herland,sentence,2684,2723,We could look out east west and south,NA
1287,"Gilman, Charlotte Perkins",Herland,sentence,2725,2880,To the southeastward stretched the open country lying bright and fair in the morning light but on either side and evidently behind rose great mountains,NA
1288,"Gilman, Charlotte Perkins",Herland,sentence,2883,2973,This thing is a regular fortressand no women built it I can tell you that said Terry,NA
1289,"Gilman, Charlotte Perkins",Herland,sentence,2975,2995,We nodded agreeingly,NA
1290,"Gilman, Charlotte Perkins",Herland,sentence,2997,3066,Its right up among the hillsthey must have brought us a long way,NA
1291,"Gilman, Charlotte Perkins",Herland,sentence,3069,3144,We saw some kind of swiftmoving vehicles the first day Jeff reminded us,NA
1292,"Gilman, Charlotte Perkins",Herland,sentence,3146,3189,If theyve got motors they ARE civilized,NA
1293,"Gilman, Charlotte Perkins",Herland,sentence,3192,3266,Civilized or not weve got our work cut out for us to get away from here,NA
1294,"Gilman, Charlotte Perkins",Herland,sentence,3268,3370,I dont propose to make a rope of bedclothes and try those walls till Im sure there is no better way,NA
1295,"Gilman, Charlotte Perkins",Herland,sentence,3373,3451,We all concurred on this point and returned to our discussion as to the women,NA
1296,"Gilman, Charlotte Perkins",Herland,sentence,3454,3479,Jeff continued thoughtful,NA
1297,"Gilman, Charlotte Perkins",Herland,sentence,3481,3539,All the same theres something funny about it he urged,NA
1298,"Gilman, Charlotte Perkins",Herland,sentence,3541,3617,It isnt just that we dont see any menbut we dont see any signs of them,NA
1299,"Gilman, Charlotte Perkins",Herland,sentence,3619,3749,Thethereaction of these women is different from any that Ive ever met  There is something in what you say Jeff I agreed,NA
1300,"Gilman, Charlotte Perkins",Herland,sentence,3751,3785,There is a differentatmosphere,NA
1301,"Gilman, Charlotte Perkins",Herland,sentence,3788,3841,They dont seem to notice our being men he went on,NA
1302,"Gilman, Charlotte Perkins",Herland,sentence,3843,3892,They treat uswelljust as they do one another,NA
1303,"Gilman, Charlotte Perkins",Herland,sentence,3894,3940,Its as if our being men was a minor incident,NA
1304,"Gilman, Charlotte Perkins",Herland,sentence,3943,3951,I nodded,NA
1305,"Gilman, Charlotte Perkins",Herland,sentence,3953,3974,Id noticed it myself,NA
1306,"Gilman, Charlotte Perkins",Herland,sentence,3976,4001,But Terry broke in rudely,NA
1307,"Gilman, Charlotte Perkins",Herland,sentence,4004,4027,Fiddlesticks he said,NA
1308,"Gilman, Charlotte Perkins",Herland,sentence,4029,4064,Its because of their advanced age,NA
1309,"Gilman, Charlotte Perkins",Herland,sentence,4066,4114,Theyre all grandmas I tell youor ought to be,NA
1310,"Gilman, Charlotte Perkins",Herland,sentence,4116,4135,Great aunts anyhow,NA
1311,"Gilman, Charlotte Perkins",Herland,sentence,4137,4220,Those girls were girls all right werent they  Yes Jeff agreed still slowly,NA
1312,"Gilman, Charlotte Perkins",Herland,sentence,4222,4337,But they werent afraidthey flew up that tree and hid like schoolboys caught out of boundsnot like shy girls,NA
1313,"Gilman, Charlotte Perkins",Herland,sentence,4340,4412,And they ran like marathon winnersyoull admit that Terry he added,NA
1314,"Gilman, Charlotte Perkins",Herland,sentence,4415,4449,Terry was moody as the days passed,NA
1315,"Gilman, Charlotte Perkins",Herland,sentence,4451,4572,He seemed to mind our confinement more than Jeff or I did and he harped on Alima and how near hed come to catching her,NA
1316,"Gilman, Charlotte Perkins",Herland,sentence,4574,4669,If I had he would say rather savagely wed have had a hostage and could have made terms,NA
1317,"Gilman, Charlotte Perkins",Herland,sentence,4672,4761,But Jeff was getting on excellent terms with his tutor and even his guards and so was I,NA
1318,"Gilman, Charlotte Perkins",Herland,sentence,4763,4895,It interested me profoundly to note and study the subtle difference between these women and other women and try to account for them,NA
1319,"Gilman, Charlotte Perkins",Herland,sentence,4897,4963,In the matter of personal appearance there was a great difference,NA
1320,"Gilman, Charlotte Perkins",Herland,sentence,4965,5001,They all wore short hair some few in,NA
1321,"Gilman, Charlotte Perkins",Herland,entity,390,393,Jeff,person
1322,"Gilman, Charlotte Perkins",Herland,entity,420,424,Terry,person
1323,"Gilman, Charlotte Perkins",Herland,entity,981,984,Jeff,person
1324,"Gilman, Charlotte Perkins",Herland,entity,1334,1337,Jeff,person
1325,"Gilman, Charlotte Perkins",Herland,entity,1708,1710,Van,person
1326,"Gilman, Charlotte Perkins",Herland,entity,1935,1939,Terry,person
1327,"Gilman, Charlotte Perkins",Herland,entity,2968,2972,Terry,person
1328,"Gilman, Charlotte Perkins",Herland,entity,3128,3131,Jeff,person
1329,"Gilman, Charlotte Perkins",Herland,entity,3454,3457,Jeff,person
1330,"Gilman, Charlotte Perkins",Herland,entity,3734,3737,Jeff,person
1331,"Gilman, Charlotte Perkins",Herland,entity,3980,3984,Terry,person
1332,"Gilman, Charlotte Perkins",Herland,entity,4396,4400,Terry,person
1333,"Gilman, Charlotte Perkins",Herland,entity,4415,4419,Terry,person
1334,"Gilman, Charlotte Perkins",Herland,entity,4676,4679,Jeff,person
1335,"Gilman, Charlotte Perkins",Herland,entity,1708,1710,Van,location
1336,"Gilman, Charlotte Perkins",Herland,sentence,1,75,nches at most some curly some not all light and clean and freshlooking,NA
1337,"Gilman, Charlotte Perkins",Herland,sentence,78,169,If their hair was only long Jeff would complain they would look so much more feminine,NA
1338,"Gilman, Charlotte Perkins",Herland,sentence,172,220,I rather liked it myself after I got used to it,NA
1339,"Gilman, Charlotte Perkins",Herland,sentence,222,397,Why we should so admire a womans crown of hair and not admire a Chinamans queue is hard to explain except that we are so convinced that the long hair belongs to a woman,NA
1340,"Gilman, Charlotte Perkins",Herland,sentence,399,499,Whereas the mane in horses is on both and in lions buffalos and such creatures only on the male,NA
1341,"Gilman, Charlotte Perkins",Herland,sentence,501,528,But I did miss itat first,NA
1342,"Gilman, Charlotte Perkins",Herland,sentence,531,567,Our time was quite pleasantly filled,NA
1343,"Gilman, Charlotte Perkins",Herland,sentence,569,678,We were free of the garden below our windows quite long in its irregular rambling shape bordering the cliff,NA
1344,"Gilman, Charlotte Perkins",Herland,sentence,680,856,The walls were perfectly smooth and high ending in the masonry of the building and as I studied the great stones I became convinced that the whole structure was extremely old,NA
1345,"Gilman, Charlotte Perkins",Herland,sentence,858,963,It was built like the preIncan architecture in Peru of enormous monoliths fitted as closely as mosaics,NA
1346,"Gilman, Charlotte Perkins",Herland,sentence,966,1026,These folks have a history thats sure I told the others,NA
1347,"Gilman, Charlotte Perkins",Herland,sentence,1028,1083,And SOME time they were fighterselse why a fortress,NA
1348,"Gilman, Charlotte Perkins",Herland,sentence,1086,1147,I said we were free of the garden but not wholly alone in it,NA
