,author,title,words.x,sentence_nr,words.y,kind
794,"Gilman, Charlotte Perkins",Herland,So we grew together in friendship and happiness Ellador and I and so did Jeff and Celis,3333,Ellador,person
795,"Gilman, Charlotte Perkins",Herland,So we grew together in friendship and happiness Ellador and I and so did Jeff and Celis,3333,Ellador,location
796,"Gilman, Charlotte Perkins",Herland,When it comes to Terrys part of it and Alimas Im sorryand Im ashamed,3334,Terry,person
797,"Gilman, Charlotte Perkins",Herland,When it comes to Terrys part of it and Alimas Im sorryand Im ashamed,3334,Terry,location
798,"Gilman, Charlotte Perkins",Herland,She wasnt as fine a psychologist as Ellador and whats more I think she had a fardescended atavistic trace of more marked femaleness never apparent till Terry called it out,3336,Terry,person
799,"Gilman, Charlotte Perkins",Herland,She wasnt as fine a psychologist as Ellador and whats more I think she had a fardescended atavistic trace of more marked femaleness never apparent till Terry called it out,3336,Terry,location
800,"Gilman, Charlotte Perkins",Herland,She wasnt as fine a psychologist as Ellador and whats more I think she had a fardescended atavistic trace of more marked femaleness never apparent till Terry called it out,3336,Ellador,person
801,"Gilman, Charlotte Perkins",Herland,She wasnt as fine a psychologist as Ellador and whats more I think she had a fardescended atavistic trace of more marked femaleness never apparent till Terry called it out,3336,Ellador,location
802,"Gilman, Charlotte Perkins",Herland,I hadnt realized to the full Terrys characterI couldnt being a man,3338,Terry,person
803,"Gilman, Charlotte Perkins",Herland,I hadnt realized to the full Terrys characterI couldnt being a man,3338,Terry,location
804,"Gilman, Charlotte Perkins",Herland,Alima a shade more alluring and several shades less able as a practical psychologist Terry a hundredfold more demandingand proportionately less reasonable,3340,Terry,person
805,"Gilman, Charlotte Perkins",Herland,Alima a shade more alluring and several shades less able as a practical psychologist Terry a hundredfold more demandingand proportionately less reasonable,3340,Terry,location
806,"Gilman, Charlotte Perkins",Herland,I fancy at first when they were together in her great hope of parentage and his keen joy of conquestthat Terry was inconsiderate,3342,Terry,person
807,"Gilman, Charlotte Perkins",Herland,I fancy at first when they were together in her great hope of parentage and his keen joy of conquestthat Terry was inconsiderate,3342,Terry,location
808,"Gilman, Charlotte Perkins",Herland,And Terry would hum      Ive taken my fun where I found it,3348,Terry,person
809,"Gilman, Charlotte Perkins",Herland,And Terry would hum      Ive taken my fun where I found it,3348,Terry,location
810,"Gilman, Charlotte Perkins",Herland,Poor old Terry,3352,Terry,person
811,"Gilman, Charlotte Perkins",Herland,Poor old Terry,3352,Terry,location
812,"Gilman, Charlotte Perkins",Herland,The things hed learned didnt help him a heap in Herland,3353,Herland,location
813,"Gilman, Charlotte Perkins",Herland,Not the women of Herland,3356,Herland,location
814,"Gilman, Charlotte Perkins",Herland,I can see her nowone day in the very first week of their marriage setting forth to her days work with long determined strides and hardset mouth and sticking close to Ellador,3358,Ellador,person
815,"Gilman, Charlotte Perkins",Herland,I can see her nowone day in the very first week of their marriage setting forth to her days work with long determined strides and hardset mouth and sticking close to Ellador,3358,Ellador,location
816,"Gilman, Charlotte Perkins",Herland,She didnt wish to be alone with Terryyou could see that,3359,Terry,person
817,"Gilman, Charlotte Perkins",Herland,She didnt wish to be alone with Terryyou could see that,3359,Terry,location
818,"Gilman, Charlotte Perkins",Herland,Terry had his own ideas as Ive tried to show,3371,Terry,person
819,"Gilman, Charlotte Perkins",Herland,Terry had his own ideas as Ive tried to show,3371,Terry,location
820,"Gilman, Charlotte Perkins",Herland,The women of Herland have no fear of men,3375,Herland,location
821,"Gilman, Charlotte Perkins",Herland,Terry put in practice his pet conviction that a woman loves to be mastered and by sheer brute force in all the pride and passion of his intense masculinity he tried to master this woman,3380,Terry,person
822,"Gilman, Charlotte Perkins",Herland,Terry put in practice his pet conviction that a woman loves to be mastered and by sheer brute force in all the pride and passion of his intense masculinity he tried to master this woman,3380,Terry,location
823,"Gilman, Charlotte Perkins",Herland,I got a pretty clear account of it later from Ellador but what we heard at the time was the noise of a tremendous struggle and Alima calling to Moadine,3382,Ellador,person
824,"Gilman, Charlotte Perkins",Herland,I got a pretty clear account of it later from Ellador but what we heard at the time was the noise of a tremendous struggle and Alima calling to Moadine,3382,Ellador,location
825,"Gilman, Charlotte Perkins",Herland,Terry dashed about like a madman he would cheerfully have killed themhe told me that himselfbut he couldnt,3384,Terry,person
826,"Gilman, Charlotte Perkins",Herland,Terry dashed about like a madman he would cheerfully have killed themhe told me that himselfbut he couldnt,3384,Terry,location
827,"Gilman, Charlotte Perkins",Herland,It was a long trial and many interesting points were brought out as to their views of our habits and after a while Terry had his sentence,3396,Terry,person
828,"Gilman, Charlotte Perkins",Herland,It was a long trial and many interesting points were brought out as to their views of our habits and after a while Terry had his sentence,3396,Terry,location
829,"Gilman, Charlotte Perkins",Herland,Terry said he did,3401,Terry,person
830,"Gilman, Charlotte Perkins",Herland,Terry said he did,3401,Terry,location
831,"Gilman, Charlotte Perkins",Herland,If the people had come after us according to the directions we left thered have been quite a different story said Terry,3405,Terry,person
832,"Gilman, Charlotte Perkins",Herland,If the people had come after us according to the directions we left thered have been quite a different story said Terry,3405,Terry,location
833,"Gilman, Charlotte Perkins",Herland,Terry was under guard now all the time known as unsafe convicted of what was to them an unpardonable sin,3409,Terry,person
834,"Gilman, Charlotte Perkins",Herland,Terry was under guard now all the time known as unsafe convicted of what was to them an unpardonable sin,3409,Terry,location
835,"Gilman, Charlotte Perkins",Herland,When Terry said SEX sex with a very large  S  he meant the male sex naturally its special values its profound conviction of being the life force its cheerful ignoring of the true life process and its interpretation of the other sex solely from its own point of view,3414,Terry,person
836,"Gilman, Charlotte Perkins",Herland,When Terry said SEX sex with a very large  S  he meant the male sex naturally its special values its profound conviction of being the life force its cheerful ignoring of the true life process and its interpretation of the other sex solely from its own point of view,3414,Terry,location
837,"Gilman, Charlotte Perkins",Herland,I had learned to see these things very differently since living with Ellador and as for Jeff he was so thoroughly Herlandized that he wasnt fair to Terry who fretted sharply in his new restraint,3415,Terry,person
838,"Gilman, Charlotte Perkins",Herland,I had learned to see these things very differently since living with Ellador and as for Jeff he was so thoroughly Herlandized that he wasnt fair to Terry who fretted sharply in his new restraint,3415,Terry,location
839,"Gilman, Charlotte Perkins",Herland,I had learned to see these things very differently since living with Ellador and as for Jeff he was so thoroughly Herlandized that he wasnt fair to Terry who fretted sharply in his new restraint,3415,Herland,location
840,"Gilman, Charlotte Perkins",Herland,I had learned to see these things very differently since living with Ellador and as for Jeff he was so thoroughly Herlandized that he wasnt fair to Terry who fretted sharply in his new restraint,3415,Ellador,person
841,"Gilman, Charlotte Perkins",Herland,I had learned to see these things very differently since living with Ellador and as for Jeff he was so thoroughly Herlandized that he wasnt fair to Terry who fretted sharply in his new restraint,3415,Ellador,location
842,"Gilman, Charlotte Perkins",Herland,Three of us were to go Terry because he must I because two were safer for our flyer and the long boat trip to the coast Ellador because she would not let me go without her,3419,Terry,person
843,"Gilman, Charlotte Perkins",Herland,Three of us were to go Terry because he must I because two were safer for our flyer and the long boat trip to the coast Ellador because she would not let me go without her,3419,Terry,location
844,"Gilman, Charlotte Perkins",Herland,Three of us were to go Terry because he must I because two were safer for our flyer and the long boat trip to the coast Ellador because she would not let me go without her,3419,Ellador,person
845,"Gilman, Charlotte Perkins",Herland,Three of us were to go Terry because he must I because two were safer for our flyer and the long boat trip to the coast Ellador because she would not let me go without her,3419,Ellador,location
846,"Gilman, Charlotte Perkins",Herland,If Jeff had elected to return Celis would have gone toothey were the most absorbed of lovers but Jeff had no desire that way,3420,Celis,location
847,"Gilman, Charlotte Perkins",Herland,I wouldnt take Celis there for anything on earth he protested,3423,Celis,location
848,"Gilman, Charlotte Perkins",Herland,How can you risk it with Ellador,3426,Ellador,person
849,"Gilman, Charlotte Perkins",Herland,How can you risk it with Ellador,3426,Ellador,location
850,"Gilman, Charlotte Perkins",Herland,I told her in so many words that we had our unsolved problems that we had dishonesty and corruption vice and crime disease and insanity prisons and hospitals and it made no more impression on her than it would to tell a South Sea Islander about the temperature of the Arctic Circle,3441,South Sea,location
851,"Gilman, Charlotte Perkins",Herland,I told her in so many words that we had our unsolved problems that we had dishonesty and corruption vice and crime disease and insanity prisons and hospitals and it made no more impression on her than it would to tell a South Sea Islander about the temperature of the Arctic Circle,3441,Arctic,location
852,"Gilman, Charlotte Perkins",Herland,We had quite easily come to accept the Herland life as normal because it was normalnone of us make any outcry over mere health and peace and happy industry,3443,Herland,location
853,"Gilman, Charlotte Perkins",Herland,Ellador was,3452,Ellador,person
854,"Gilman, Charlotte Perkins",Herland,Ellador was,3452,Ellador,location
855,"Gilman, Charlotte Perkins",Herland,Of course I had been homesick at first while we were prisoners before I had Ellador,3455,Ellador,person
856,"Gilman, Charlotte Perkins",Herland,Of course I had been homesick at first while we were prisoners before I had Ellador,3455,Ellador,location
857,"Gilman, Charlotte Perkins",Herland,It took me a long time to realizeTerry never did realizehow little it meant to them,3461,Terry,person
858,"Gilman, Charlotte Perkins",Herland,It took me a long time to realizeTerry never did realizehow little it meant to them,3461,Terry,location
859,"Gilman, Charlotte Perkins",Herland,That man the male did all these things was to them a statement making no more change in the point of view than was made in ours when we first faced the astounding factto usthat in Herland women were the world,3468,Herland,location
860,"Gilman, Charlotte Perkins",Herland,This outbreak of Terrys and the strong reaction against it gave us a new light on their genuine femininity,3473,Terry,person
861,"Gilman, Charlotte Perkins",Herland,This outbreak of Terrys and the strong reaction against it gave us a new light on their genuine femininity,3473,Terry,location
862,"Gilman, Charlotte Perkins",Herland,This was given me with great clearness by both Ellador and Somel,3474,Somel,person
863,"Gilman, Charlotte Perkins",Herland,This was given me with great clearness by both Ellador and Somel,3474,Ellador,person
864,"Gilman, Charlotte Perkins",Herland,This was given me with great clearness by both Ellador and Somel,3474,Ellador,location
865,"Gilman, Charlotte Perkins",Herland,When I tried to tell Ellador that women too felt so with us she drew away from me and tried hard to grasp intellectually what she could in no way sympathize with,3478,Ellador,person
866,"Gilman, Charlotte Perkins",Herland,When I tried to tell Ellador that women too felt so with us she drew away from me and tried hard to grasp intellectually what she could in no way sympathize with,3478,Ellador,location
867,"Gilman, Charlotte Perkins",Herland,Ellador at times like this always reminded me of Epictetus,3503,Ellador,person
868,"Gilman, Charlotte Perkins",Herland,Ellador at times like this always reminded me of Epictetus,3503,Ellador,location
869,"Gilman, Charlotte Perkins",Herland,And I begin to seea littlehow Terry was so driven to crime,3512,Terry,person
870,"Gilman, Charlotte Perkins",Herland,And I begin to seea littlehow Terry was so driven to crime,3512,Terry,location
871,"Gilman, Charlotte Perkins",Herland,After all Alima was his wife you know I urged feeling at the moment a sudden burst of sympathy for poor Terry,3514,Terry,person
872,"Gilman, Charlotte Perkins",Herland,After all Alima was his wife you know I urged feeling at the moment a sudden burst of sympathy for poor Terry,3514,Terry,location
873,"Gilman, Charlotte Perkins",Herland,But Ellador for all her wide intellectual grasp and the broad sympathy in which their religion trained them could not make allowance for suchto hersacrilegious brutality,3516,Ellador,person
874,"Gilman, Charlotte Perkins",Herland,But Ellador for all her wide intellectual grasp and the broad sympathy in which their religion trained them could not make allowance for suchto hersacrilegious brutality,3516,Ellador,location
875,"Gilman, Charlotte Perkins",Herland,I am thus explicit about it because it shows how unexpectedly strong was the impression made upon Ellador when she at last entered our civilization,3521,Ellador,person
876,"Gilman, Charlotte Perkins",Herland,I am thus explicit about it because it shows how unexpectedly strong was the impression made upon Ellador when she at last entered our civilization,3521,Ellador,location
877,"Gilman, Charlotte Perkins",Herland,But so far only Celis her blue eyes swimming in happy tears her heart lifted with that tide of racemotherhood which was their supreme passion could with ineffable joy and pride announce that she was to be a mother,3528,Celis,location
878,"Gilman, Charlotte Perkins",Herland,There was no pleasure no service no honor in all the land that Celis might not have had,3530,Celis,location
879,"Gilman, Charlotte Perkins",Herland,Of all this I learned more and morefrom their books from talk especially from Ellador,3537,Ellador,person
880,"Gilman, Charlotte Perkins",Herland,Of all this I learned more and morefrom their books from talk especially from Ellador,3537,Ellador,location
881,"Gilman, Charlotte Perkins",Herland,Id rather have you Ellador than all the children in the world,3547,Ellador,person
882,"Gilman, Charlotte Perkins",Herland,Id rather have you Ellador than all the children in the world,3547,Ellador,location
883,"Gilman, Charlotte Perkins",Herland,And I was beginning to find that Elladors friendship Elladors comradeship Elladors sisterly affection Elladors perfectly sincere lovenone the less deep that she held it back on a definite line of reservewere enough to live on very happily,3554,Ellador,person
884,"Gilman, Charlotte Perkins",Herland,And I was beginning to find that Elladors friendship Elladors comradeship Elladors sisterly affection Elladors perfectly sincere lovenone the less deep that she held it back on a definite line of reservewere enough to live on very happily,3554,Ellador,location
885,"Gilman, Charlotte Perkins",Herland,She is a very clear writer Mrs J D D Bacon and understands her subjectfrom her own point of view,3559,D Bacon,person
886,"Gilman, Charlotte Perkins",Herland,Butthat combination of industries while convenient and in a way economical does not arouse the kind of emotion commanded by the women of Herland,3560,Herland,location
887,"Gilman, Charlotte Perkins",Herland,After I got over the jar to my pride which Jeff I truly think never felthe was a born worshipper and which Terry never got overhe was quite clear in his ideas of the position of women I found that loving up was a very good sensation after all,3565,Terry,person
888,"Gilman, Charlotte Perkins",Herland,After I got over the jar to my pride which Jeff I truly think never felthe was a born worshipper and which Terry never got overhe was quite clear in his ideas of the position of women I found that loving up was a very good sensation after all,3565,Terry,location
889,"Gilman, Charlotte Perkins",Herland,I looked at Ellador as if I hadnt seen her before,3571,Ellador,person
890,"Gilman, Charlotte Perkins",Herland,I looked at Ellador as if I hadnt seen her before,3571,Ellador,location
891,"Gilman, Charlotte Perkins",Herland,If you wont go I said Ill get Terry to the coast and come back alone,3572,Terry,person
892,"Gilman, Charlotte Perkins",Herland,If you wont go I said Ill get Terry to the coast and come back alone,3572,Terry,location
893,"Gilman, Charlotte Perkins",Herland,Will you come,3575,Will,person
894,"Gilman, Charlotte Perkins",Herland,Shed have liked to wait for that Marvel of Celiss but Terry had no such desire,3578,Terry,person
895,"Gilman, Charlotte Perkins",Herland,Shed have liked to wait for that Marvel of Celiss but Terry had no such desire,3578,Terry,location
896,"Gilman, Charlotte Perkins",Herland,Shed have liked to wait for that Marvel of Celiss but Terry had no such desire,3578,Celis,location
897,"Gilman, Charlotte Perkins",Herland,I dont think Terry had what the phrenologists call the lump of philoprogenitiveness at all well developed,3581,Terry,person
898,"Gilman, Charlotte Perkins",Herland,I dont think Terry had what the phrenologists call the lump of philoprogenitiveness at all well developed,3581,Terry,location
899,"Gilman, Charlotte Perkins",Herland,No woman with a shade of decency  I had to grin at that and even Terry did sourly,3601,Terry,person
900,"Gilman, Charlotte Perkins",Herland,No woman with a shade of decency  I had to grin at that and even Terry did sourly,3601,Terry,location
901,"Gilman, Charlotte Perkins",Herland,Wellwe had to get the flyer in order and be sure there was enough fuel left though Terry said we could glide all right down to that lake once we got started,3609,Terry,person
902,"Gilman, Charlotte Perkins",Herland,Wellwe had to get the flyer in order and be sure there was enough fuel left though Terry said we could glide all right down to that lake once we got started,3609,Terry,location
903,"Gilman, Charlotte Perkins",Herland,Wed have gone gladly in a weeks time of course but there was a great todo all over the country about Elladors leaving them,3610,Ellador,person
904,"Gilman, Charlotte Perkins",Herland,Wed have gone gladly in a weeks time of course but there was a great todo all over the country about Elladors leaving them,3610,Ellador,location
905,"Gilman, Charlotte Perkins",Herland,Any number of them would have risked everything to go to the strange unknown lands and study but we could take only one and it had to be Ellador naturally,3616,Ellador,person
906,"Gilman, Charlotte Perkins",Herland,Any number of them would have risked everything to go to the strange unknown lands and study but we could take only one and it had to be Ellador naturally,3616,Ellador,location
907,"Gilman, Charlotte Perkins",Herland,They first explained the matter fully to Ellador as she was the one who purposed visiting the Rest of the World,3630,Ellador,person
908,"Gilman, Charlotte Perkins",Herland,They first explained the matter fully to Ellador as she was the one who purposed visiting the Rest of the World,3630,Ellador,location
909,"Gilman, Charlotte Perkins",Herland,To Celis they said nothing,3631,Celis,location
910,"Gilman, Charlotte Perkins",Herland,Somel and Zava were there and Ellador with many others that we knew,3634,Zava,person
911,"Gilman, Charlotte Perkins",Herland,Somel and Zava were there and Ellador with many others that we knew,3634,Somel,person
912,"Gilman, Charlotte Perkins",Herland,Somel and Zava were there and Ellador with many others that we knew,3634,Ellador,person
913,"Gilman, Charlotte Perkins",Herland,Somel and Zava were there and Ellador with many others that we knew,3634,Ellador,location
914,"Gilman, Charlotte Perkins",Herland,Somel explained We find that in all your historic period so much longer than ours that with all the interplay of services the exchange of inventions and discoveries and the wonderful progress we so admire that in this widespread Other World of yours there is still much disease often contagious,3638,Somel,person
915,"Gilman, Charlotte Perkins",Herland,If Ellador comes back and we approve her report it may be done laterbut not yet,3646,Ellador,person
916,"Gilman, Charlotte Perkins",Herland,If Ellador comes back and we approve her report it may be done laterbut not yet,3646,Ellador,location
917,"Gilman, Charlotte Perkins",Herland,So we have this to ask of you gentlemen they knew that word was held a title of honor with us that you promise not in any way to betray the location of this country until permissionafter Elladors return,3647,Ellador,person
918,"Gilman, Charlotte Perkins",Herland,So we have this to ask of you gentlemen they knew that word was held a title of honor with us that you promise not in any way to betray the location of this country until permissionafter Elladors return,3647,Ellador,location
919,"Gilman, Charlotte Perkins",Herland,I never saw an alien become naturalized more quickly than that man in Herland,3651,Herland,location
920,"Gilman, Charlotte Perkins",Herland,Terry was the obstacle,3654,Terry,person
921,"Gilman, Charlotte Perkins",Herland,Terry was the obstacle,3654,Terry,location
922,"Gilman, Charlotte Perkins",Herland,And safer added Zava,3659,Zava,person
923,"Gilman, Charlotte Perkins",Herland,He will promise I think said Ellador,3660,Ellador,person
924,"Gilman, Charlotte Perkins",Herland,He will promise I think said Ellador,3660,Ellador,location
925,"Gilman, Charlotte Perkins",Herland,With which agreement we at last left Herland,3662,Herland,location
926,"More, Thomas, Saint",Utopia,UTOPIA   INTRODUCTION   Sir Thomas More son of Sir John More a justice of the Kings Bench was born in 1478 in Milk Street in the city of London,3663,London,location
927,"More, Thomas, Saint",Utopia,UTOPIA   INTRODUCTION   Sir Thomas More son of Sir John More a justice of the Kings Bench was born in 1478 in Milk Street in the city of London,3663,Thomas,person
928,"More, Thomas, Saint",Utopia,UTOPIA   INTRODUCTION   Sir Thomas More son of Sir John More a justice of the Kings Bench was born in 1478 in Milk Street in the city of London,3663,John More,person
929,"More, Thomas, Saint",Utopia,UTOPIA   INTRODUCTION   Sir Thomas More son of Sir John More a justice of the Kings Bench was born in 1478 in Milk Street in the city of London,3663,Thomas More,person
930,"More, Thomas, Saint",Utopia,After his earlier education at St Anthonys School in Threadneedle Street he was placed as a boy in the household of Cardinal John Morton Archbishop of Canterbury and Lord Chancellor,3664,Canterbury,location
931,"More, Thomas, Saint",Utopia,After his earlier education at St Anthonys School in Threadneedle Street he was placed as a boy in the household of Cardinal John Morton Archbishop of Canterbury and Lord Chancellor,3664,Chancellor,person
932,"More, Thomas, Saint",Utopia,After his earlier education at St Anthonys School in Threadneedle Street he was placed as a boy in the household of Cardinal John Morton Archbishop of Canterbury and Lord Chancellor,3664,John Morton,person
933,"More, Thomas, Saint",Utopia,After his earlier education at St Anthonys School in Threadneedle Street he was placed as a boy in the household of Cardinal John Morton Archbishop of Canterbury and Lord Chancellor,3664,Lord Chancellor,person
934,"More, Thomas, Saint",Utopia,After his earlier education at St Anthonys School in Threadneedle Street he was placed as a boy in the household of Cardinal John Morton Archbishop of Canterbury and Lord Chancellor,3664,Morton,person
935,"More, Thomas, Saint",Utopia,Cardinal Morton had been in earlier days that Bishop of Ely whom Richard III sent to the Tower was busy afterwards in hostility to Richard and was a chief adviser of Henry VII who in 1486 made him Archbishop of Canterbury and nine months afterwards Lord Chancellor,3668,Henry V,person
936,"More, Thomas, Saint",Utopia,Cardinal Morton had been in earlier days that Bishop of Ely whom Richard III sent to the Tower was busy afterwards in hostility to Richard and was a chief adviser of Henry VII who in 1486 made him Archbishop of Canterbury and nine months afterwards Lord Chancellor,3668,Canterbury,location
937,"More, Thomas, Saint",Utopia,Cardinal Morton had been in earlier days that Bishop of Ely whom Richard III sent to the Tower was busy afterwards in hostility to Richard and was a chief adviser of Henry VII who in 1486 made him Archbishop of Canterbury and nine months afterwards Lord Chancellor,3668,Chancellor,person
938,"More, Thomas, Saint",Utopia,Cardinal Morton had been in earlier days that Bishop of Ely whom Richard III sent to the Tower was busy afterwards in hostility to Richard and was a chief adviser of Henry VII who in 1486 made him Archbishop of Canterbury and nine months afterwards Lord Chancellor,3668,Ely,location
939,"More, Thomas, Saint",Utopia,Cardinal Morton had been in earlier days that Bishop of Ely whom Richard III sent to the Tower was busy afterwards in hostility to Richard and was a chief adviser of Henry VII who in 1486 made him Archbishop of Canterbury and nine months afterwards Lord Chancellor,3668,Henry VII,person
940,"More, Thomas, Saint",Utopia,Cardinal Morton had been in earlier days that Bishop of Ely whom Richard III sent to the Tower was busy afterwards in hostility to Richard and was a chief adviser of Henry VII who in 1486 made him Archbishop of Canterbury and nine months afterwards Lord Chancellor,3668,Lord Chancellor,person
941,"More, Thomas, Saint",Utopia,Cardinal Morton had been in earlier days that Bishop of Ely whom Richard III sent to the Tower was busy afterwards in hostility to Richard and was a chief adviser of Henry VII who in 1486 made him Archbishop of Canterbury and nine months afterwards Lord Chancellor,3668,Morton,person
942,"More, Thomas, Saint",Utopia,Cardinal Morton had been in earlier days that Bishop of Ely whom Richard III sent to the Tower was busy afterwards in hostility to Richard and was a chief adviser of Henry VII who in 1486 made him Archbishop of Canterbury and nine months afterwards Lord Chancellor,3668,Richard III,person
943,"More, Thomas, Saint",Utopia,Cardinal Mortonof talk at whose table there are recollections in Utopiadelighted in the quick wit of young Thomas More,3669,Thomas,person
944,"More, Thomas, Saint",Utopia,Cardinal Mortonof talk at whose table there are recollections in Utopiadelighted in the quick wit of young Thomas More,3669,Morton,person
945,"More, Thomas, Saint",Utopia,Cardinal Mortonof talk at whose table there are recollections in Utopiadelighted in the quick wit of young Thomas More,3669,Thomas More,person
946,"More, Thomas, Saint",Utopia,Cardinal Mortonof talk at whose table there are recollections in Utopiadelighted in the quick wit of young Thomas More,3669,Utopia,location
947,"More, Thomas, Saint",Utopia,At the age of about nineteen Thomas More was sent to Canterbury College Oxford by his patron where he learnt Greek of the first men who brought Greek studies from Italy to EnglandWilliam Grocyn and Thomas Linacre,3671,Will,person
948,"More, Thomas, Saint",Utopia,At the age of about nineteen Thomas More was sent to Canterbury College Oxford by his patron where he learnt Greek of the first men who brought Greek studies from Italy to EnglandWilliam Grocyn and Thomas Linacre,3671,Thomas,person
949,"More, Thomas, Saint",Utopia,At the age of about nineteen Thomas More was sent to Canterbury College Oxford by his patron where he learnt Greek of the first men who brought Greek studies from Italy to EnglandWilliam Grocyn and Thomas Linacre,3671,Canterbury,location
950,"More, Thomas, Saint",Utopia,At the age of about nineteen Thomas More was sent to Canterbury College Oxford by his patron where he learnt Greek of the first men who brought Greek studies from Italy to EnglandWilliam Grocyn and Thomas Linacre,3671,England,location
951,"More, Thomas, Saint",Utopia,At the age of about nineteen Thomas More was sent to Canterbury College Oxford by his patron where he learnt Greek of the first men who brought Greek studies from Italy to EnglandWilliam Grocyn and Thomas Linacre,3671,Italy,location
952,"More, Thomas, Saint",Utopia,At the age of about nineteen Thomas More was sent to Canterbury College Oxford by his patron where he learnt Greek of the first men who brought Greek studies from Italy to EnglandWilliam Grocyn and Thomas Linacre,3671,Thomas Linacre,person
953,"More, Thomas, Saint",Utopia,At the age of about nineteen Thomas More was sent to Canterbury College Oxford by his patron where he learnt Greek of the first men who brought Greek studies from Italy to EnglandWilliam Grocyn and Thomas Linacre,3671,Thomas More,person
954,"More, Thomas, Saint",Utopia,In 1499 More left Oxford to study law in London at Lincolns Inn and in the next year Archbishop Morton died,3673,London,location
955,"More, Thomas, Saint",Utopia,In 1499 More left Oxford to study law in London at Lincolns Inn and in the next year Archbishop Morton died,3673,Morton,person
956,"More, Thomas, Saint",Utopia,At the age of twentyone he entered Parliament and soon after he had been called to the bar he was made UnderSheriff of London,3675,London,location
957,"More, Thomas, Saint",Utopia,At the age of twentyone he entered Parliament and soon after he had been called to the bar he was made UnderSheriff of London,3675,Parliament,location
958,"More, Thomas, Saint",Utopia,In 1503 he opposed in the House of Commons Henry VIIs proposal for a subsidy on account of the marriage portion of his daughter Margaret and he opposed with so much energy that the House refused to grant it,3676,Henry V,person
959,"More, Thomas, Saint",Utopia,In 1503 he opposed in the House of Commons Henry VIIs proposal for a subsidy on account of the marriage portion of his daughter Margaret and he opposed with so much energy that the House refused to grant it,3676,Henry VII,person
960,"More, Thomas, Saint",Utopia,In 1503 he opposed in the House of Commons Henry VIIs proposal for a subsidy on account of the marriage portion of his daughter Margaret and he opposed with so much energy that the House refused to grant it,3676,Margaret,person
961,"More, Thomas, Saint",Utopia,During the last years therefore of Henry VII,3678,Henry V,person
962,"More, Thomas, Saint",Utopia,During the last years therefore of Henry VII,3678,Henry VII,person
963,"More, Thomas, Saint",Utopia,Henry VII,3680,Henry V,person
964,"More, Thomas, Saint",Utopia,Henry VII,3680,Henry VII,person
965,"More, Thomas, Saint",Utopia,In the first years of the reign of Henry VIII he rose to large practice in the law courts where it is said he refused to plead in cases which he thought unjust and took no fees from widows orphans or the poor,3682,Henry V,person
966,"More, Thomas, Saint",Utopia,In the first years of the reign of Henry VIII he rose to large practice in the law courts where it is said he refused to plead in cases which he thought unjust and took no fees from widows orphans or the poor,3682,Henry VII,person
967,"More, Thomas, Saint",Utopia,In the first years of the reign of Henry VIII he rose to large practice in the law courts where it is said he refused to plead in cases which he thought unjust and took no fees from widows orphans or the poor,3682,Henry VIII,person
968,"More, Thomas, Saint",Utopia,He would have preferred marrying the second daughter of John Colt of New Hall in Essex but chose her elder sister that he might not subject her to the discredit of being passed over,3683,Essex,location
969,"More, Thomas, Saint",Utopia,He would have preferred marrying the second daughter of John Colt of New Hall in Essex but chose her elder sister that he might not subject her to the discredit of being passed over,3683,John Colt,person
970,"More, Thomas, Saint",Utopia,In 1513 Thomas More still UnderSheriff of London is said to have written his History of the Life and Death of King Edward V and of the Usurpation of Richard III,3684,London,location
971,"More, Thomas, Saint",Utopia,In 1513 Thomas More still UnderSheriff of London is said to have written his History of the Life and Death of King Edward V and of the Usurpation of Richard III,3684,Thomas,person
972,"More, Thomas, Saint",Utopia,In 1513 Thomas More still UnderSheriff of London is said to have written his History of the Life and Death of King Edward V and of the Usurpation of Richard III,3684,Edward,person
973,"More, Thomas, Saint",Utopia,In 1513 Thomas More still UnderSheriff of London is said to have written his History of the Life and Death of King Edward V and of the Usurpation of Richard III,3684,King Edward,location
974,"More, Thomas, Saint",Utopia,In 1513 Thomas More still UnderSheriff of London is said to have written his History of the Life and Death of King Edward V and of the Usurpation of Richard III,3684,Richard III,person
975,"More, Thomas, Saint",Utopia,In 1513 Thomas More still UnderSheriff of London is said to have written his History of the Life and Death of King Edward V and of the Usurpation of Richard III,3684,Thomas More,person
976,"More, Thomas, Saint",Utopia,The book which seems to contain the knowledge and opinions of Mores patron Morton was not printed until 1557 when its writer had been twentytwo years dead,3685,Morton,person
977,"More, Thomas, Saint",Utopia,In the year 1515 Wolsey Archbishop of York was made Cardinal by Leo X Henry VIII,3687,Henry V,person
978,"More, Thomas, Saint",Utopia,In the year 1515 Wolsey Archbishop of York was made Cardinal by Leo X Henry VIII,3687,Henry VII,person
979,"More, Thomas, Saint",Utopia,In the year 1515 Wolsey Archbishop of York was made Cardinal by Leo X Henry VIII,3687,Henry VIII,person
980,"More, Thomas, Saint",Utopia,In the year 1515 Wolsey Archbishop of York was made Cardinal by Leo X Henry VIII,3687,Leo X,person
981,"More, Thomas, Saint",Utopia,In the year 1515 Wolsey Archbishop of York was made Cardinal by Leo X Henry VIII,3687,York,location
982,"More, Thomas, Saint",Utopia,made him Lord Chancellor and from that year until 1523 the King and the Cardinal ruled England with absolute authority and called no parliament,3688,Chancellor,person
