,author,title,type,start,end,kind,words
117,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,45744,45975,NA,But the Empress replied That if all Colours were made by reflection of light and that Black was as much a colour as any other colour then certainly they contradicted themselves in saying that black was made by want of reflection
118,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,45977,46433,NA,However not to interrupt your Microscopical Inspections said she let us see how Vegetables appear through your Glasses whereupon they took a Nettle and by the vertue of the Microscope discovered that underneath the points of the Nettle there were certain little bags or bladders containing a poysonous liquor and when the points had made way into the interior parts of the skin they like Syringepipes served to conveigh that same liquor into them
119,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,46435,46611,NA,To which Observation the Empress replied That if there were such poyson in Nettles then certainly in eating of them they would hurt us inwardly as much as they do outwardly
120,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,46613,46879,NA,But they answered That it belonged to Physicians more then to Experimental Philosophers to give Reasons hereof for they only made Microscopical inspections and related the Figures of the Natural parts of Creatures according to the representation of their glasses
121,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,46882,47165,NA,Lastly They shewed the Empress a Flea and a Lowse which Creatures through the Microscope appeard so terrible to her sight that they had almost put her into a swoon the description of all their parts would be very tedious to relate and therefore Ile forbear it at this present
746,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,46953,47800,NA,At last when the Duchess saw that no patterns would do her any good in the framing of her World she was resolved to make a World of her own Invention and this World was composed of sensitive and rational selfmoving Matter indeed it was composed onely of the Rational which is the subtilest and purest degree of Matter for as the Sensitive did move and act both to the perceptions and consistency of the body so this degree of Matter at the same point of time for though the degrees are mixt yet the several parts may move several ways at one time did move to the Creation of the Imaginary World which World after it was made appeard so curious and full of variety so well orderd and wisely governd that it cannot possibly be expressed by words nor the delight and pleasure which the Duchess took in making this Worldofherown
122,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,47167,47586,NA,The Empress after the view of those strangelyshaped Creatures pitied much those that are molested with them especially poor Beggars which although they have nothing to live on themselves are yet necessitated to maintain and feed of their own flesh and blood a company of such terrible Creatures called Lice who instead of thanks do reward them with pains and torment them for giving them nourishment and food
123,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,47588,47779,NA,But after the Empress had seen the shapes of these monstrous Creatures she desird to know Whether their Microscopes could hinder their biting or at least shew some means how to avoid them
124,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,47781,47891,NA,To which they answered That such Arts were mechanical and below the noble study of Microscopical observations
747,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,47803,48153,NA,In the mean time the Empress was also making and dissolving several Worlds in her own mind and was so puzled that she could not settle in any of them wherefore she sent for the Duchess who being ready to wait on the Empress carried her beloved World along with her and invited the Empresss Soul to observe the Frame Order and Government of it
125,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,47893,48063,NA,Then the Empress asked them Whether they had not such sorts of Glasses that could enlarge and magnifie the shapes of great Bodies as well as they had done of little ones
126,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,48065,48426,NA,Whereupon they took one of their best and largest Microscopes and endeavoured to view a Whale thorow it but alas the shape of the Whale was so big that its Circumference went beyond the magnifying quality of the Glass whether the error proceeded from the Glass or from a wrong position of the Whale against the reflection of light I cannot certainly tell
748,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,48155,48553,NA,Her Majesty was so ravished with the perception of it that her Soul desired to live in the Duchesss World But the Duchess advised her to make such another World in her own mind for said she your Majestys mind is full of rational corporeal motions and the rational motions of my mind shall assist you by the help of sensitive expressions with the best Instructions they are able to give you
127,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,48428,49144,NA,The Empress seeing the insufficiency of those MagnifyingGlasses that they were not able to enlarge all sorts of Objects asked the Bearmen whether they could not make Glasses of a contrary nature to those they had shewed her to wit such as instead of enlarging or magnifying the shape or figure of an Object could contract it beneath its natural proportion Which in obedience to her Majesties Commands they did and viewing through one of the best of them a huge and mighty Whale appeard no bigger then a Sprat nay through some no bigger then a VinegarEele and through their ordinary ones an Elephant seemed no bigger then a Flea a Camel no bigger then a Lowse and an Ostrich no bigger then a Mite
749,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,48556,49359,NA,The Empress being thus perswaded by the Duchess to make an imaginary World of her own followed her advice and after she had quite finished it and framed all kinds of Creatures proper and useful for it strengthened it with good Laws and beautified it with Arts and Sciences having nothing else to do unless she did dissolve her Imaginary World or made some alterations in the BlazingWorld she lived in which yet she could hardly do by reason it was so well ordered that it could not be mended for it was governed without secret and deceiving Policy neither was there any ambitious factions malicious detractions civil dissentions or homebred quarrels divisions in Religion Foreign Wars c but all the people lived in a peaceful society united Tranquility and Religious Conformity
128,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,49146,49829,NA,To relate all their Optick observations through the several sorts of their Glasses would be a tedious work and tire even the most patient Reader wherefore Ile pass them by onely this was very remarkable and worthy to be taken notice of that notwithstanding their great skil industry and ingenuity in Experimental Philosophy they could yet by no means contrive such Glasses by the help of which they could spy out a Vacuum with all its dimensions nor Immaterial substances Nonbeings and Mixtbeings or such as are between something and nothing which they were very much troubled at hoping that yet in time by long study and practice they might perhaps attain to it
994,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,49339,49358,person,Religious Conformity
750,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,49361,49509,NA,she was desirious to see the World the Duchess came from and observe therein the several sovereign Governments Laws and Customs of several Nations
751,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,49511,50052,NA,The Duchess used all the means she could to divert her from that Journey telling her that the World she came from was very much disturbed with Factions Divisions and Wars but the Empress would not be perswaded from her design and lest the Emperor or any of his subjects should know of her travel and obstruct her design she sent for some of the Spirits she had formerly conversed withal and inquired whether none of them could supply the place of her soul in her body at such a time when she was gone to travel into another World
129,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,49832,50025,NA,The Bird and Bearmen being dismissed the Empress called both the Syrens or Fishmen and the Wormmen to deliver their Observations which they had made both within the Seas and the Earth
429,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,50020,50024,location,Earth
130,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,50027,50105,NA,First she enquired of the Fishmen whence the saltness of the Sea did proceed
752,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,50054,50172,NA,They answered Yes they could for not onely one said they but many Spirits may enter into your body if you please
131,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,50107,50653,NA,To which they answered That there was a volatile salt in those parts of the Earth which as a bosom contain the Waters of the Sea which Salt being imbibed by the Sea became fixt and this imbibing motion was that they calld the Ebbing and Flowing of the Sea for said they the rising and swelling of the Water is caused by those parts of the volatile Salt as are not so easily imbibed which striving to ascend above the Water bear it up with such a motion as Man or some other Animal Creature in a violent exercise uses to take breath
753,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,50174,50363,NA,The Empress replied she desired but one Spirit to be ViceRoy of her body in the absence of her Soul but it must be an honest and ingenious Spirit and if it was possible a female Spirit
430,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,50184,50188,location,Earth
431,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,50245,50248,location,Salt
754,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,50365,50813,NA,The Spirits told her that there was no difference of Sexes amongst them but said they we will chuse an honest and ingenious Spirit and such a one as shall so resemble your soul that neither the Emperor nor any of his Subjects although the most Divine shall know whether it be your own soul or not which the Empress was very glad at and after the Spirits were gone asked the Duchess how her body was supplied in the absence of her soul
432,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,50465,50468,location,Salt
132,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,50655,50875,NA,This they affirmed to be the true cause both of the saltness and the ebbing and flowingmotion of the Sea and not the jogging of the Earth or the secret influence of the Moon as some others had made the World believe
433,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,50790,50794,location,Earth
755,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,50815,50944,NA,who answered Her Majesty That her body in the absence of her soul was governed by her sensitive and rational corporeal motions
434,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,50828,50831,location,Moon
133,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,50878,51008,NA,After this the Empress enquired Whether they had observed that all Animal Creatures within the Seas and other waters had blood
756,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,50946,51421,NA,Thus those two Female Souls travelled together as lightly as two thoughts into the Duchess her native World and which is remarkable in a moment viewed all the parts of it and all the actions of all the Creatures therein especially did the Empresss Soul take much notice of the several actions of humane Creatures in all the several Nations and parts of that World and wonderd that for all there were so many several Nations Governments Laws Religions Opinions c
134,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,51010,51077,NA,They answered That some had blood more or less but some had none
135,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,51079,51183,NA,In Creafishes and Lobsters said they we perceive but little blood but in Crabs Oysters Cockles c
136,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,51185,51196,NA,none at all
137,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,51198,51284,NA,Then the Empress asked them in what part of their Bodies that little blood did reside
138,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,51286,51633,NA,They answered in a small vein which in Lobsters went through the middle of their tails but in Creafishes was found in their backs as for other sorts of Fishes some said they had onely blood about their Gills and others in some other places of their Bodies but they had not as yet observed any whose veins did spread all over their Bodies
757,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,51423,51597,NA,they should all yet so generally agree in being Ambitious Proud Selfconceited Vain Prodigal Deceitful Envious Malicious Unjust Revengeful Irreligious Factious c
758,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,51599,52228,NA,she did also admire that not any particular State Kingdom or Commonwealth was contented with their own shares but endeavoured to encroach upon their Neighbours and that their greatest glory was in Plunder and Slaughter and yet their victorys less then their expences and their losses more than their gains but their being overcome in a manner their utter ruine But that she wonderd most at was that they should prize or value dirt more then mens lives and vanity more then tranquility for the Emperor of a world said she injoys but a part not the whole so that his pleasure consists in the Opinions of others
139,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,51635,51819,NA,The Empress wondring that there could be living Animals without Blood to be better satisfied desired the Wormmen to inform her whether they had observed Blood in all sorts of Worms
140,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,51821,52262,NA,They answered That as much as they could perceive some had Blood and some not a Moth said they had no Blood at all and a Lowse had but like a Lobster a little Vein along her back Also Nits Snails and Maggots as well as those that are generated out of Cheese and Fruits as those that are produced out of Flesh had no blood But replied the Empress If those mentioned creatures have no blood how is it possible they can live
435,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,52086,52091,location,Cheese
759,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,52230,52410,NA,It is strange to me answered the Duchess that you should say thus being your self an Empress of a World and not onely of a world but of a peaceable quiet and obedient world
141,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,52264,52378,NA,for it is commonly said That the life of an Animal consists in the blood which is the seat of the Animal spirits
142,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,52380,52601,NA,They answered That blood was not a necessary propriety to the life of an Animal and that that which was commonly called Animal spirits was nothing else but corporeal motions proper to the nature and figure of an Animal
760,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,52412,52714,NA,Tis true replied the Empress but although it is a peaceable and obedient world yet the Government thereof is rather a trouble then a pleasure for order cannot be without industry contrivance and direction besides the Magnificent state that great Princes keep or ought to keep is troublesome
143,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,52603,52746,NA,Then she asked both the Fish and Wormmen whether all those Creatures that have blood had a circulation of blood in their veins and arteries
761,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,52716,53250,NA,Then by your Majesties discourse said the Duchess I perceive that the greatest happiness in all the Worlds consist in Moderation No doubt of it replied the Empress and after these two souls had visited all the several places Congregations and Assemblies both in Religion and State the several Courts of Judicature and the like in several Nations the Empress said That of all the Monarchs of the several parts of the World she had observed the GrandSeignior was the greatest for his word was a Law and his power absolute
144,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,52748,53169,NA,But they answered That it was impossible to give her Majesty an exact account thereof by reason the circulation of blood was an interior motion which their senses neither of themselves nor by the help of any Optick Instrument could perceive but as soon as they had dissected an Animal Creature to find out the truth thereof the interior corporeal motions proper to that particular figure or creature were altered
1065,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,52998,53002,location,State
145,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,53171,53299,NA,Then said the Empress If all Animal Creatures have not blood it is certain they all have neither Muscles tendons nerves c
762,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,53252,53464,NA,But the Duchess prayd the Empress to pardon her that she was of another mind for said she he cannot alter Mahomets Laws and Religion so that the Law and Church do govern the Emperor and not the Emperor them
146,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,53301,53432,NA,But said she Have you ever observed Animal Creatures that are neither flesh nor Fish but of an intermediate degree between both
147,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,53434,53979,NA,Truly answered both the Fish and Wormmen We have observed several Animal Creatures that live both in Water and on the Earth indifferently and if any certainly those may be said to be of such a mixt nature that is partly Flesh and partly Fish But how is it possible replied the Empress that they should live both in Water and on the Earth since those Animals that live by the respiration of Air cannot live within Water and those that live in Water cannot live by the respiration of Air as Experience doth sufficiently witness
315,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,53434,53438,person,Truly
763,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,53466,53715,NA,But replied the Empress he has power in some particulars as for example To place and displace Subjects in their particular Governments of Church and State and having that he has the Command both over Church and State and none dares oppose him
436,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,53557,53561,location,Earth
764,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,53717,54154,NA,Tis true said the Duchess but if it pleases your Majesty we will go into that part of the World whence I came to wait on your Majesty and there you shall see as powerful a Monarch as the Grand Signior for though his Dominions are not of so large extent yet they are much stronger his Laws are easie and safe and he governs so justly and wisely that his Subjects are the happiest people of all the Nations or parts of that World
437,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,53781,53785,location,Earth
438,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,53894,53898,location,Water
148,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,53981,54495,NA,They answered her Majesty That as there were different sorts of Creatures so they had also different ways of Respirations for Respiration said they is nothing else but a composition and division of parts and the motions of nature being infinitely various it is impossible that all Creatures should have the like motions wherefore it was not necessary that all Animal Creatures should be bound to live either by the Air or by Water onely but according as Nature had ordered it convenient to their Species
765,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,54156,54214,NA,This Monarch said the Empress I have a great mind to see
766,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,54216,54522,NA,Then they both went and in a short time arrived into his Dominions but coming into the Metropolitan City the Empresss Soul observed many Gallants go into an House and enquiring of the Duchesss Soul what House that was she told her It was one of the Theatres where Comedies and Tragedies were acted
149,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,54497,54828,NA,The Empress seemd very well satisfied with their answer and desired to be further informed Whether all Animal Creatures did continue their Species by a successive propogation of particulars and whether in every Species the offsprings did always resemble their Generator or Producer both in their interior and exterior Figures
767,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,54524,54565,NA,The Empress asked Whether they were real
768,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,54567,54605,NA,No said the Duchess they are feigned
769,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,54607,54757,NA,Then the Empress desired to enter into the Theatre and when she had seen the Play that was asked the Duchess asked her how she liked that Recreation
770,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,54759,55079,NA,I like it very well said the Empress but I observe that the Actors make a better show than the Spectators and the Scenes a better than the Actors and the Musick and Dancing is more pleasant and acceptable than the Play it self for I see the Scenes stand for Wit the Dancing for Humour and the Musick is the Chorus
150,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,54830,55002,NA,They answered her Majesty That some Species or sorts of Creatures were kept up by a successive propagation of an offspring that was like the producer but some were not
151,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,55004,55388,NA,Of the first rank said they are all those Animals that are of different sexes besides several others but of the second rank are for the most part those we call Insects whose production proceds from such causes as have no conformity or likeness with their produced Effects as for example Maggots bred out of Cheese and several others generated out of Earth Water and the like
771,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,55081,55224,NA,I am sorry replied the Duchess to hear your Majesty say so for if the Wits of this part of the World should hear you they would condemn you
772,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,55226,55417,NA,What said the Empress would they condemn me for preferring a natural Face before a Signpost or a natural Humour before an artificial Dance or Musick before a true and profitable Relation
439,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,55318,55323,location,Cheese
440,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,55362,55366,location,Earth
152,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,55390,55566,NA,But said the Empress there is some likeness between Maggots and Cheese for Cheese has no blood nor Maggots neither besides they have almost the same taste which Cheese has
773,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,55419,55553,NA,As for Relation replied the Duchess our Poets defie and condemn it into a Chimneycorner fitter for old Womens Tales than Theatres
441,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,55443,55449,location,Maggots
774,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,55555,55630,NA,Why said the Empress do not your Poets Actions comply with their Judgments
153,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,55568,55680,NA,This proves nothing answered they for Maggots have a visible local progressive motion which Cheese hath not
775,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,55632,55726,NA,For their Plays are composed of old Stories either of Greek or Roman or some newfound World
154,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,55682,55803,NA,The Empress replied That when all the Cheese was turned into Maggots it might be said to have local progressive motion
776,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,55728,55995,NA,The Duchess answered Her Majesty That it was true that all or most of their Plays were taken out of old Stories but yet they had new Actions which being joined to old Stories together with the addition of new Prologues Scenes Musick and Dancing made new Plays
155,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,55805,55918,NA,They answered That when the Cheese by its own figurative motions was changed into Maggots it was no more Cheese
156,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,55920,56113,NA,The Empress confessed that she observed Nature was infinitely various in her works and that though the species of Creatures did continue yet their particulars were subject to infinite changes
995,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,55961,55966,person,Musick
777,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,55998,56945,NA,After this both the Souls went to the Court where all the Royal Family was together attended by the chief of the Nobles of their Dominions which made a very magnificent Show and when the Soul of the Empress viewed the King and Queen she seemed to be in a maze which the Duchesss Soul perceiving asked the Empress how she liked the King the Queen and all the Royal Race she answered that in all the Monarchs she had seen in that World she had not found so much Majesty and Affability mixt so exactly together that none did overshadow or eclipse the other and as for the Queen she said that Vertue sat Triumphant in her face and Piety was dwelling in her heart and that all the Royal Family seemd to be endued with a Divine splendor but when she had heard the King discourse she believd that Mercury and Apollo had been his Cœlestial Instructors and my dear Lord and Husband added the Duchess has been his Earthly Governor
157,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,56115,56292,NA,But since you have informed me said she of the various sorts and productions of Animal Creatures I desire you to tell me what you have observed of their sensitive perceptions
316,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,56197,56212,person,Animal Creatures
158,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,56294,56841,NA,Truly answered they Your Majesty puts a very hard question to us and we shall hardly be able to give a satisfactory answer to it for there are many different sorts of Creatures which as they have all different perceptions so they have also different organs which our senses are not able to discover onely in an Oystershell we have with admiration observed that the common sensorium of the Oyster lies just as the closing of the shells where the pressure and reaction may be perceived by the opening and shutting of the shells every tide
317,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,56294,56298,person,Truly
318,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,56316,56327,person,Your Majesty
996,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,56615,56624,person,Triumphant
1066,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,56811,56817,location,Mercury
159,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,56844,56954,NA,After all this the Empress desired the Worm men to give her a true Relation how frost was made upon the Earth
778,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,56947,57071,NA,But after some short stay in the Court the Duchesss soul grew very Melancholy the Empress asking the cause of her sadness
442,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,56949,56953,location,Earth
160,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,56956,57301,NA,To which they answered That it was made much after the manner and description of the Fish and Birdmen concerning the Congelation of Water into Ice and Snow by a commixture of saline and acid particles which relation added a great light to the Apemen who were the Chymists concerning their Chymical principles Salt Sulphur and Mercury
779,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,57073,57223,NA,she told her That she had an extreme desire to converse with the soul of her Noble Lord and dear Husband and that she was inpatient of a longer stay
780,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,57225,57586,NA,The Empress desired the Duchess to have but patience so long until the King the Queen and the Royal Family were retired and then she would bear her Company to her Lord and Husbands Soul who at that time lived in the Country some 112 miles off which she did and thus these two souls went towards those parts of the Kingdom where the Duke of Newcastle was
443,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,57275,57278,location,Salt
444,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,57294,57300,location,Mercury
161,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,57303,57595,NA,But said the Empress if it be so it will require an infinite multitude of saline particles to produce such a great quantity of Ice Frost and Snow besides said she when Snow Ice and Frost turn again into their former principle I would fain know what becomes of those saline particles
319,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,57438,57442,person,Frost
320,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,57492,57496,person,Frost
781,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,57589,58178,NA,But one thing I forgot all this while which is That although thoughts are the natural language of Souls yet by reason Souls cannot travel without Vehicles they use such language as the nature and propriety of their Vehicles require and the Vehicles of those two souls being made of the purest and finest sort of air and of a human shape This purity and fineness was the cause that they could neither be seen nor heard by any human Creature when as had they been of some grosser sort of Air the sound of the Airs language would have been as perceptible as the blowing of Zephyrus
162,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,57597,57681,NA,But neither the Wormmen nor the Fish and Birdmen could give her an answer to it
163,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,57684,57805,NA,Then the Empress enquired of them the reason Why Springs were not as salt as the Sea is also why some did ebb and flow
445,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,57734,57740,location,Springs
164,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,57807,58330,NA,To which it was answered That the ebbing and flowing of some Springs was caused by hollow Caverns within the Earth where the Seawater crowding thorow did thrust forward and drew backward the Springwater according to its own way of ebbing and flowing but others said That it proceeded from a small proportion of saline and acid particles which the Springwater imbibed from the Earth and although it was not so much as to be perceived by the sense of Taste yet it was enough to cause an ebbing and flowingmotion
446,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,57869,57875,location,Springs
447,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,57918,57922,location,Earth
782,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,58181,58877,NA,And now to return to my former Story when the Empresss and Duchesss Soul were travelling into Nottinghamshire for that was the place where the Duke did reside passing through the Forrest of sherewood the Empresss Soul was very much delighted with it as being a dry plain and woody place very pleasant to travel in both in Winter and Summer for it is neither much dirty nor dusty at no time At last they arrived at Welbeck a House where the Duke dwelld surrounded all with Wood so close and full that the Empress took great pleasure and delight therein and told the Duchess she never had observed more Wood in so little compass in any part of the Kingdom she had passed through
448,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,58194,58198,location,Earth
165,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,58332,58918,NA,And as for the Spring water being fresh they gave according to their Observation this following reason There is said they a certain heat within the Bowels of the Earth proceeding from its swift circular motion upon its own axe which heat distills the rarest parts of the Earth into a fresh and insipid water which water being through the pores of the Earth conveighed into a place where it may break forth without resistance or obstruction causes Springs and Fountains and these distilled Waters within the Earth do nourish and refresh the grosser and drier parts thereof
449,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,58501,58505,location,Earth
450,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,58613,58617,location,Earth
451,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,58694,58698,location,Earth
452,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,58792,58798,location,Springs
453,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,58853,58857,location,Earth
783,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,58879,58983,NA,The truth is said she there seems to be more Wood on the Seas she meaning the Ships than on the Land
166,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,58920,59206,NA,This Relation confirmed the Empress in the opinion concerning the motion of the Earth and the fixedness of the Sun as the Birdmen had informed her and then she asked the Wormmen whether Minerals and Vegetables were generated by the same heat that is within the Bowels of the Earth
784,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,58985,59378,NA,The Duchess told her The reason was that there had been a long Civil Warr in that Kingdom in which most of the best Timbertrees and Principal Palaces were ruined and destroyed and my dear Lord and Husband said she has lost by it half his Woods besides many Houses Land and movable Goods so that all the loss out of his particular Estate did amount to above Half a Million of Pounds
454,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,59000,59004,location,Earth
455,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,59032,59034,location,Sun
1067,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,59069,59075,location,Kingdom
456,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,59201,59205,location,Earth
167,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,59208,59928,NA,To which they could give her no positive answer onely this they affirmed That heat and cold were not the primary producing causes of either Vegetables or Minerals or other sorts of Creatures but onely effects and to prove this our assertion said they we have observed that by change of some sorts of Corporeal motions that which is now hot will become cold and what is now cold will grow hot but the hottest place of all we find to be the Center of the Earth Neither do we observe that the Torrid Zone does contain so much Gold and Silver as the Temperate nor is there great store of Iron and Lead wheresoever there is Gold for these Metals are most found in colder Climates towards either of the Poles
1068,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,59230,59234,location,Woods
